Ref,x1,y1,x2,y2,Angular Connectivity,Angular Shortest Path Angle,Angular Shortest Path Order,Axial Line Ref,Connectivity,Segment Length
2711,534638.371793,185355.20022,534652.868077,185440.046069,3.079603,-1,-1,861,5,86.075317
2712,534652.868077,185440.046069,534667.666807,185526.662112,4,-1,-1,861,6,87.871162
2713,534667.666807,185526.662112,534696.610179,185696.065864,4,-1,-1,861,5,171.85852
2714,534567.921395,185300.753012,534626.143933,185283.631322,1.5474347,-1,-1,862,3,60.687859
2715,534626.143933,185283.631322,534696.950129,185262.809114,2.9256492,-1,-1,862,4,73.804344
2716,534587.748809,185370.541949,534588.856725,185370.206186,3.118978,-1,-1,863,4,1.1576769
2717,534588.856725,185370.206186,534638.371793,185355.20022,2.881022,-1,-1,863,4,51.738968
2718,534546.470374,185330.75359,534587.748809,185370.541949,0.67563176,-1,-1,864,2,57.332561
2719,534587.748809,185370.541949,534589.025562,185371.772614,3.3243682,-1,-1,864,4,1.773312
2720,534588.856725,185370.206186,534589.025562,185371.772614,3.5566537,-1,-1,865,4,1.5755012
2721,534589.025562,185371.772614,534596.200064,185438.335882,2.4433463,-1,-1,865,5,66.948799
2722,534596.200064,185438.335882,534605.880304,185528.146779,4,-1,-1,865,6,90.331078
2723,534605.880304,185528.146779,534624.887309,185704.489114,4,-1,-1,865,5,177.36371
2724,534207.422707,185537.721307,534285.980877,185535.833634,4,-1,-1,866,5,78.580849
2725,534285.980877,185535.833634,534350.399122,185534.28573,3.1313164,-1,-1,866,5,64.436836
2726,534350.399122,185534.28573,534416.277092,185532.70275,2.8686836,-1,-1,866,5,65.896988
2727,534416.277092,185532.70275,534538.75427,185529.759749,2.9774861,-1,-1,866,5,122.51254
2728,534538.75427,185529.759749,534605.880304,185528.146779,3.0225139,-1,-1,866,5,67.145409
2729,534605.880304,185528.146779,534667.666807,185526.662112,4,-1,-1,866,6,61.804337
2730,534667.666807,185526.662112,534744.894253,185524.806416,4,-1,-1,866,6,77.249741
2731,534744.894253,185524.806416,534825.516657,185522.869142,4,-1,-1,866,5,80.645676
2732,534817.717395,185445.021063,534818.377158,185451.606463,3.3471427,-1,-1,867,4,6.6183672
2733,534818.377158,185451.606463,534825.516657,185522.869142,1.7011307,-1,-1,867,4,71.619423
2734,534825.516657,185522.869142,534832.674483,185594.314755,2.0375741,-1,-1,867,4,71.803276
2735,534832.674483,185594.314755,534839.557481,185663.017173,2.9141521,-1,-1,867,5,69.046349
2736,534839.557481,185663.017173,534841.167628,185679.088804,2.9891434,-1,-1,867,4,16.152086
2737,534818.377158,185451.606463,534826.764898,185445.294108,4,-1,-1,868,5,10.49762
2738,534826.764898,185445.294108,534861.606935,185419.073064,2.8540964,-1,-1,868,5,43.606316
2739,534861.606935,185419.073064,534926.283087,185370.399784,1.9921591,-1,-1,868,4,80.945
2740,534926.283087,185370.399784,534941.840332,185358.691881,1.4032409,-1,-1,868,4,19.470564
2741,534941.840332,185358.691881,534967.325179,185339.51277,3.7505035,-1,-1,868,5,31.895388
2742,534967.325179,185339.51277,534967.725438,185339.211548,4,-1,-1,868,5,0.50094116
2743,534895.064744,185297.30482,534926.283087,185370.399784,2,-1,-1,869,2,79.482445
2744,534411.769288,185659.4417,534495.818681,185651.563907,2,-1,-1,870,2,84.41777
2745,534409.266384,185729.811984,534549.668752,185713.322903,2.0604417,-1,-1,871,3,141.36731
2746,534549.668752,185713.322903,534624.887309,185704.489114,2.0305457,-1,-1,871,4,75.735512
2747,534624.887309,185704.489114,534696.610179,185696.065864,2.0393751,-1,-1,871,4,72.215797
2748,534696.610179,185696.065864,534769.397585,185687.517594,2.9666958,-1,-1,871,5,73.287651
2749,534769.397585,185687.517594,534799.293153,185684.00661,4,-1,-1,871,6,30.10103
2750,534799.293153,185684.00661,534841.167628,185679.088804,2.9891434,-1,-1,871,4,42.162262
2751,534710.797063,185298.388469,534713.774484,185318.159645,3.0975204,-1,-1,872,4,19.99411
2752,534713.774484,185318.159645,534725.979462,185399.205212,1.8206327,-1,-1,872,4,81.959412
2753,534725.979462,185399.205212,534732.491723,185442.449034,3.081847,-1,-1,872,5,43.731426
2754,534732.491723,185442.449034,534744.894253,185524.806416,4,-1,-1,872,6,83.286018
2755,534744.894253,185524.806416,534769.397585,185687.517594,4,-1,-1,872,6,164.54587
2756,534769.397585,185687.517594,534771.08341,185698.712099,3.210762,-1,-1,872,4,11.320731
2757,534771.08341,185698.712099,534799.293153,185684.00661,3.210762,-1,-1,873,4,31.812592
2758,534799.293153,185684.00661,534839.557481,185663.017173,4,-1,-1,873,6,45.406746
2759,534839.557481,185663.017173,534917.551867,185622.359391,2.9727409,-1,-1,873,5,87.955551
2760,534917.551867,185622.359391,535027.268707,185565.164976,1.8853738,-1,-1,873,3,123.72948
2761,534943.900773,185248.802257,534964.620312,185327.428288,2.9276934,-1,-1,874,4,81.310219
2762,534964.620312,185327.428288,534967.725438,185339.211548,2.7533221,-1,-1,874,5,12.185525
2763,534967.725438,185339.211548,534969.305292,185345.206742,3.2466779,-1,-1,874,5,6.1998625
2764,534969.305292,185345.206742,534970.878586,185351.177041,4,-1,-1,874,6,6.1741171
2765,534970.878586,185351.177041,534987.786281,185415.337975,3.0539846,-1,-1,874,5,66.351303
2766,534987.786281,185415.337975,534997.034441,185450.43268,2.9460154,-1,-1,874,5,36.292793
2767,534997.034441,185450.43268,535027.268707,185565.164976,2.8581147,-1,-1,874,4,118.64911
2768,534851.940289,185262.144694,534936.170108,185249.92389,2.9463861,-1,-1,875,4,85.111755
2769,534936.170108,185249.92389,534943.900773,185248.802257,2.9276934,-1,-1,875,4,7.8116097
2770,534840.265374,185211.897728,534907.603438,185167.778164,2.7760887,-1,-1,876,3,80.504349
2771,534840.265374,185211.897728,534851.940289,185262.144694,1.7224751,-1,-1,877,2,51.585476
2772,534812.924145,184895.520344,534850.622633,185003.925337,4,-1,-1,878,5,114.7729
2773,534850.622633,185003.925337,534885.087973,185103.033159,4,-1,-1,878,6,104.9296
2774,534885.087973,185103.033159,534907.603438,185167.778164,2.8438091,-1,-1,878,5,68.548241
2775,534907.603438,185167.778164,534921.547201,185207.874561,2.1506054,-1,-1,878,4,42.451733
2776,534921.547201,185207.874561,534936.170108,185249.92389,3.0055857,-1,-1,878,5,44.519382
2777,534936.170108,185249.92389,534963.430069,185328.312073,3.1935487,-1,-1,878,5,82.992844
2778,534963.430069,185328.312073,534967.325179,185339.51277,2.8064513,-1,-1,878,5,11.858646
2779,534967.325179,185339.51277,534969.305292,185345.206742,4,-1,-1,878,6,6.0284462
2780,534969.305292,185345.206742,534971.339976,185351.057637,4,-1,-1,878,5,6.1945872
2781,534987.786281,185415.337975,535007.401499,185408.344979,2,-1,-1,879,2,20.824474
2782,534902.292389,185589.753258,534917.551867,185622.359391,2.315361,-1,-1,880,3,36.00016
2783,534889.962306,185580.616753,534902.292389,185589.753258,0.87075675,-1,-1,881,2,15.346227
2784,534832.674483,185594.314755,534889.962306,185580.616753,2.5553956,-1,-1,882,3,58.902714
2785,534941.840332,185358.691881,534970.878586,185351.177041,4,-1,-1,883,5,29.994883
2786,534970.878586,185351.177041,534971.339976,185351.057637,3.0518458,-1,-1,883,5,0.47659016
2787,534971.339976,185351.057637,535240.426207,185281.420525,2.9481544,-1,-1,883,4,277.95096
2788,535078.8908,185025.12408,535097.057821,185040.998858,3.8000021,-1,-1,884,4,24.125696
2789,535097.057821,185040.998858,535208.031717,185137.970504,2.1999979,-1,-1,884,5,147.37268
2790,535208.031717,185137.970504,535212.069087,185141.498455,4,-1,-1,884,6,5.3616042
2791,535212.069087,185141.498455,535213.425815,185142.683996,4,-1,-1,884,5,1.8017257
2792,534963.430069,185328.312073,534964.620312,185327.428288,4,-1,-1,885,5,1.4824823
2793,534964.620312,185327.428288,535209.717884,185145.437227,4,-1,-1,885,6,305.27621
2794,535209.717884,185145.437227,535213.425815,185142.683996,3.1361938,-1,-1,885,5,4.6183367
2795,535213.425815,185142.683996,535216.628534,185140.305897,2.863806,-1,-1,885,4,3.9890811
2796,534921.547201,185207.874561,534952.464842,185197.425921,2,-1,-1,886,2,32.635479
2797,534989.652127,184861.198592,534997.224973,184873.875757,3.2683804,-1,-1,887,4,14.766805
2798,534997.224973,184873.875757,534997.225255,184873.876229,2.4523828,-1,-1,887,4,0.0005490472
2799,534997.225255,184873.876229,535029.684356,184928.213712,1.3673773,-1,-1,887,4,63.294197
2800,535029.684356,184928.213712,535085.89327,185022.309075,2.0113289,-1,-1,887,4,109.60556
2801,535085.89327,185022.309075,535097.057821,185040.998858,2.9005306,-1,-1,887,4,21.770512
2802,534725.979462,185399.205212,534766.688208,185398.354031,3.1072955,-1,-1,888,3,40.717644
2803,534754.711702,185335.893285,534766.688208,185398.354031,1.1072954,-1,-1,889,1,63.598595
2804,534713.774484,185318.159645,534717.980565,185316.846303,3.0436037,-1,-1,890,4,4.4063578
2805,534717.980565,185316.846303,534804.514259,185289.826304,2.9563963,-1,-1,890,4,90.654068
2806,534746.594722,185158.70769,534804.514259,185289.826304,3.0721309,-1,-1,891,4,143.34143
2807,534804.514259,185289.826304,534861.606935,185419.073064,2.9278691,-1,-1,891,4,141.29507
2808,534914.59545,184976.876084,534949.953404,185076.957141,4,-1,-1,892,4,106.14331
2809,534538.75427,185529.759749,534549.668752,185713.322903,4,-1,-1,893,4,183.88734
2810,535227.518093,185224.26052,535303.862969,185207.907077,3.0542002,-1,-1,894,4,78.076729
2811,535303.862969,185207.907077,535341.195004,185199.910375,1.086924,-1,-1,894,4,38.178894
2812,535341.195004,185199.910375,535360.562092,185195.761851,3.8588758,-1,-1,894,4,19.806421
2813,535128.576648,184786.125764,535129.229953,184789.018741,2.8657327,-1,-1,895,4,2.9658256
2814,535129.229953,184789.018741,535176.129454,184996.70018,2.9697247,-1,-1,895,5,212.91112
2815,535176.129454,184996.70018,535208.031717,185137.970504,3.0302753,-1,-1,895,5,144.82768
2816,535208.031717,185137.970504,535209.009152,185142.298805,3.0214715,-1,-1,895,5,4.4372926
2817,535209.009152,185142.298805,535209.717884,185145.437227,2.9785283,-1,-1,895,5,3.2174516
2818,535209.717884,185145.437227,535227.518093,185224.26052,2.9929447,-1,-1,895,5,80.808159
2819,535227.518093,185224.26052,535240.426207,185281.420525,1.9872334,-1,-1,895,4,58.599365
2820,535240.426207,185281.420525,535280.525283,185458.988162,3.0198221,-1,-1,895,4,182.03902
2821,535313.128838,185281.127467,535385.731815,185280.467604,1.8460462,-1,-1,896,3,72.605972
2822,535385.731815,185280.467604,535495.105171,185279.473549,3.079603,-1,-1,896,5,109.37788
2823,535495.105171,185279.473549,535731.522532,185277.324836,4,-1,-1,896,5,236.42712
2824,535303.862969,185207.907077,535313.128838,185281.127467,2.9256492,-1,-1,897,3,73.804344
2825,535385.731815,185280.467604,535392.650693,185331.741867,2.881022,-1,-1,898,4,51.738968
2826,535392.650693,185331.741867,535392.805505,185332.889146,3.118978,-1,-1,898,4,1.1576769
2827,535346.944402,185367.295278,535392.805505,185332.889146,0.67563176,-1,-1,899,2,57.332561
2828,535392.805505,185332.889146,535394.224002,185331.824955,3.3243682,-1,-1,899,4,1.773312
2829,535392.650693,185331.741867,535394.224002,185331.824955,3.5566537,-1,-1,900,4,1.5755012
2830,535394.224002,185331.824955,535488.231811,185336.789587,2.4433463,-1,-1,900,5,94.138809
2831,535488.231811,185336.789587,535728.40191,185349.473176,4,-1,-1,900,5,240.50478
2832,535472.881561,185464.79329,535480.868192,185398.193835,2.9935997,-1,-1,901,4,67.07663
2833,535480.868192,185398.193835,535488.231811,185336.789587,3.0064003,-1,-1,901,5,61.844196
2834,535488.231811,185336.789587,535495.105171,185279.473549,4,-1,-1,901,6,57.726696
2835,535495.105171,185279.473549,535504.437703,185201.650799,4,-1,-1,901,6,78.380333
2836,535504.437703,185201.650799,535513.55431,185125.628627,2.3847485,-1,-1,901,5,76.566856
2837,535513.55431,185125.628627,535514.417882,185118.427414,3.6152513,-1,-1,901,4,7.2528086
2838,535509.606254,185118.137019,535514.417882,185118.427414,3.0376058,-1,-1,902,4,4.8203835
2839,535514.417882,185118.427414,535571.577702,185121.877161,2.0014875,-1,-1,902,4,57.263824
2840,535571.577702,185121.877161,535652.768457,185126.77724,2.0467546,-1,-1,902,4,81.338486
2841,535652.768457,185126.77724,535721.985908,185130.954697,2.9141521,-1,-1,902,5,69.343399
2842,535721.985908,185130.954697,535737.812147,185131.909853,2.9891434,-1,-1,902,4,15.855036
2843,535422.21269,184952.303936,535422.696205,184953.221427,4,-1,-1,903,5,1.0371
2844,535422.696205,184953.221427,535437.086879,184980.528355,3.7711391,-1,-1,903,5,30.866808
2845,535437.086879,184980.528355,535446.643957,184998.663325,1.3826053,-1,-1,903,4,20.499144
2846,535446.643957,184998.663325,535484.382004,185070.27291,1.9921591,-1,-1,903,4,80.945
2847,535484.382004,185070.27291,535509.606254,185118.137019,1.5069535,-1,-1,903,4,54.103935
2848,535509.606254,185118.137019,535513.55431,185125.628627,3.3471429,-1,-1,903,4,8.468255
2849,535369.506432,185017.827383,535446.643957,184998.663325,2,-1,-1,904,2,79.482445
2850,535723.087383,185472.344263,535725.135234,185424.998252,1.9496262,-1,-1,905,3,47.390278
2851,535725.135234,185424.998252,535728.40191,185349.473176,2.0359912,-1,-1,905,4,75.595688
2852,535728.40191,185349.473176,535731.522532,185277.324836,2.0393751,-1,-1,905,4,72.215797
2853,535731.522532,185277.324836,535734.689472,185204.105646,2.9666958,-1,-1,905,5,73.287651
2854,535734.689472,185204.105646,535736.005815,185173.672,4,-1,-1,905,6,30.462101
2855,535736.005815,185173.672,535737.812147,185131.909853,2.9891434,-1,-1,905,4,41.801193
2856,535341.195004,185199.910375,535361.187977,185200.123531,3.0975204,-1,-1,906,4,19.99411
2857,535361.187977,185200.123531,535443.142734,185200.997298,1.8206327,-1,-1,906,4,81.959412
2858,535443.142734,185200.997298,535504.437703,185201.650799,3.081847,-1,-1,906,5,61.298454
2859,535504.437703,185201.650799,535734.689472,185204.105646,4,-1,-1,906,6,230.26486
2860,535734.689472,185204.105646,535746.033896,185204.226595,3.2086754,-1,-1,906,4,11.345068
2861,535599.188523,184756.802911,535605.956779,184777.425136,4,-1,-1,907,5,21.704504
2862,535605.956779,184777.425136,535654.645505,184925.774987,4,-1,-1,907,6,156.13542
2863,535654.645505,184925.774987,535656.007672,184929.925376,3.1411369,-1,-1,907,5,4.368206
2864,535656.007672,184929.925376,535694.53113,185047.302637,1.8840355,-1,-1,907,4,123.53735
2865,535694.53113,185047.302637,535721.985908,185130.954697,2.9748278,-1,-1,907,5,88.042221
2866,535721.985908,185130.954697,535736.005815,185173.672,4,-1,-1,907,6,44.959156
2867,535736.005815,185173.672,535746.033896,185204.226595,3.2086754,-1,-1,907,4,32.158134
2868,535559.780814,184586.795798,535605.843839,184751.392408,1.8411074,-1,-1,908,3,170.92058
2869,535605.843839,184751.392408,535613.522833,184778.831693,2.5515666,-1,-1,908,4,28.49353
2870,535613.522833,184778.831693,535654.645505,184925.774987,2.7092693,-1,-1,908,5,152.589
2871,535654.645505,184925.774987,535655.812243,184929.944082,4,-1,-1,908,5,4.3292761
2872,535516.38193,184760.772841,535522.019538,184761.820893,3.2741685,-1,-1,909,4,5.734199
2873,535522.019538,184761.820893,535579.802503,184772.562959,2.7258315,-1,-1,909,5,58.77298
2874,535579.802503,184772.562959,535605.956779,184777.425136,4,-1,-1,909,6,26.602385
2875,535605.956779,184777.425136,535613.522833,184778.831693,4,-1,-1,909,5,7.6956849
2876,535528.624385,184814.168697,535539.494221,184805.33196,3.3356996,-1,-1,910,4,14.008615
2877,535539.494221,184805.33196,535579.802503,184772.562959,2.6643004,-1,-1,910,5,51.947716
2878,535579.802503,184772.562959,535599.188523,184756.802911,3.2326641,-1,-1,910,5,24.983932
2879,535599.188523,184756.802911,535605.843839,184751.392408,2.7673359,-1,-1,910,4,8.5771065
2880,535539.494221,184805.33196,535541.572316,184818.607323,3.3090973,-1,-1,911,4,13.437029
2881,535541.572316,184818.607323,535560.429882,184939.073961,2.6909027,-1,-1,911,5,121.93366
2882,535560.429882,184939.073961,535569.063932,184994.230338,4,-1,-1,911,5,55.828064
2883,535410.620448,184953.413531,535422.21269,184952.303936,2.7519836,-1,-1,912,4,11.645226
2884,535422.21269,184952.303936,535433.390491,184951.234011,3.2480164,-1,-1,912,5,11.22889
2885,535433.390491,184951.234011,535434.651023,184951.113355,3.9496341,-1,-1,912,5,1.2662926
2886,535434.651023,184951.113355,535500.753665,184944.786093,1.1056888,-1,-1,912,4,66.40477
2887,535500.753665,184944.786093,535560.429882,184939.073961,2.9446769,-1,-1,912,5,59.948971
2888,535560.429882,184939.073961,535655.812243,184929.944082,3.1129653,-1,-1,912,5,95.818314
2889,535655.812243,184929.944082,535656.007672,184929.925376,2.8870349,-1,-1,912,4,0.19632135
2890,535298.894702,184890.192229,535329.285873,184969.693091,2.9463861,-1,-1,913,3,85.111755
2891,535243.636185,184984.79627,535249.331291,184904.493614,2.7760887,-1,-1,914,3,80.504349
2892,535249.331291,184904.493614,535298.894702,184890.192229,1.7224751,-1,-1,915,2,51.585476
2893,534936.513858,185038.95319,534936.526105,185038.951031,0,-1,-1,916,0,0.012435302
2894,535176.129454,184996.70018,535243.636185,184984.79627,2.8438091,-1,-1,917,4,68.548241
2895,535243.636185,184984.79627,535285.442912,184977.424212,2.1506054,-1,-1,917,4,42.451733
2896,535285.442912,184977.424212,535329.285873,184969.693091,2.1269197,-1,-1,917,4,44.519382
2897,535329.285873,184969.693091,535411.343263,184955.223367,2.0094476,-1,-1,917,4,83.323395
2898,535411.343263,184955.223367,535422.696205,184953.221427,2.8692183,-1,-1,917,5,11.528098
2899,535422.696205,184953.221427,535433.403035,184951.333421,4,-1,-1,917,6,10.872018
2900,535433.403035,184951.333421,535434.651023,184951.113355,3.9999998,-1,-1,917,5,1.267242
2901,535497.037903,184924.633029,535500.753665,184944.786093,2,-1,-1,918,2,20.492752
2902,535659.365793,185057.322685,535694.53113,185047.302637,2.315361,-1,-1,919,3,36.565041
2903,535648.380164,185068.038217,535659.365793,185057.322685,0.87075675,-1,-1,920,2,15.346227
2904,535648.380164,185068.038217,535652.768457,185126.77724,2.5553956,-1,-1,921,3,58.902714
2905,535396.905663,184662.087043,535415.469624,184809.20883,3.0821564,-1,-1,922,4,148.28838
2906,535415.469624,184809.20883,535433.390491,184951.234011,2.9178436,-1,-1,922,5,143.15135
2907,535433.390491,184951.234011,535433.403035,184951.333421,4,-1,-1,922,6,0.10019775
2908,535433.403035,184951.333421,535437.086879,184980.528355,3.9999998,-1,-1,922,5,29.426432
2909,535308.035107,184696.553269,535310.265416,184702.13767,4,-1,-1,923,5,6.0133033
2910,535310.265416,184702.13767,535410.620448,184953.413531,2.8188527,-1,-1,923,5,270.57474
2911,535410.620448,184953.413531,535411.343263,184955.223367,3.1811471,-1,-1,923,4,1.9488376
2912,535280.057722,184945.236103,535285.442912,184977.424212,2,-1,-1,924,2,32.635479
2913,535415.469624,184809.20883,535471.571001,184794.610467,2.372308,-1,-1,925,4,57.96962
2914,535471.571001,184794.610467,535479.378292,184792.5789,3.6276922,-1,-1,925,4,8.0672827
2915,535471.571001,184794.610467,535475.46265,184795.944546,2.6622484,-1,-1,926,4,4.1139636
2916,535475.46265,184795.944546,535528.624385,184814.168697,1.9825487,-1,-1,926,4,56.198662
2917,535528.624385,184814.168697,535541.572316,184818.607323,3.3552032,-1,-1,926,4,13.687597
2918,535475.46265,184795.944546,535479.378292,184792.5789,3.7100596,-1,-1,927,4,5.1633153
2919,535479.378292,184792.5789,535516.38193,184760.772841,0.85895824,-1,-1,927,4,48.794411
2920,535516.38193,184760.772841,535520.798745,184756.976417,3.4309821,-1,-1,927,4,5.8241816
2921,535486.45536,184620.691482,535520.798745,184756.976417,2.7051506,-1,-1,928,4,140.54555
2922,535520.798745,184756.976417,535522.019538,184761.820893,3.2948494,-1,-1,928,4,4.9959264
2923,535443.142734,185200.997298,535448.793392,185160.673651,3.1072955,-1,-1,929,3,40.717644
2924,535385.222118,185162.537657,535448.793392,185160.673651,1.1072954,-1,-1,930,1,63.598595
2925,535347.685452,185106.026948,535360.562092,185195.761851,2.9563963,-1,-1,931,4,90.654068
2926,535360.562092,185195.761851,535361.187977,185200.123531,3.0436037,-1,-1,931,4,4.4063578
2927,535209.009152,185142.298805,535212.069087,185141.498455,4,-1,-1,932,5,3.1628728
2928,535212.069087,185141.498455,535216.628534,185140.305897,3.7562551,-1,-1,932,5,4.7128282
2929,535216.628534,185140.305897,535347.685452,185106.026948,1.3158756,-1,-1,932,4,135.46573
2930,535347.685452,185106.026948,535484.382004,185070.27291,2.9278691,-1,-1,932,4,141.29507
2931,535571.504589,185057.049547,535571.577702,185121.877161,3.9999998,-1,-1,933,4,64.827652
2932,535544.941933,185057.159016,535571.504589,185057.049547,1.9948233,-1,-1,934,3,26.562881
2933,535571.504589,185057.049547,535594.716025,185056.95389,1.9981046,-1,-1,934,3,23.211634
2934,535543.993644,184994.964008,535544.941933,185057.159016,1.9839985,-1,-1,935,2,62.202236
2935,535543.993644,184994.964008,535569.063932,184994.230338,2.0713086,-1,-1,936,3,25.08102
2936,535569.063932,184994.230338,535594.453464,184993.487326,1.9357636,-1,-1,936,3,25.400402
2937,535594.453464,184993.487326,535594.716025,185056.95389,2.0160015,-1,-1,937,2,63.467106
2938,535480.868192,185398.193835,535725.135234,185424.998252,4,-1,-1,938,4,245.73332
2939,534386.186932,184655.534451,534389.8504,184557.726963,4,-1,-1,939,4,97.876076
2940,534154.852171,184864.715478,534211.991975,184635.29702,4,-1,-1,940,5,236.42712
2941,534211.991975,184635.29702,534239.185029,184526.115885,4,-1,-1,940,5,112.51659
2942,534225.74396,184878.480488,534269.332999,184641.958723,4,-1,-1,941,4,240.50478
2943,534134.1353,184626.251873,534211.991975,184635.29702,4,-1,-1,942,5,78.380333
2944,534211.991975,184635.29702,534269.332999,184641.958723,3.0423918,-1,-1,942,5,57.726696
2945,534269.332999,184641.958723,534386.186932,184655.534451,2.0074048,-1,-1,942,4,117.63988
2946,534386.186932,184655.534451,534447.223673,184662.62551,2.9502037,-1,-1,942,4,61.447269
2947,534358.410111,184835.358794,534440.583276,184849.323307,2,-1,-1,943,2,83.35128
2948,534011.969996,184836.972142,534053.004576,184844.939799,4,-1,-1,944,5,41.800961
2949,534053.004576,184844.939799,534082.908182,184850.746162,4,-1,-1,944,6,30.462101
2950,534082.908182,184850.746162,534154.852171,184864.715478,2.9666958,-1,-1,944,5,73.287651
2951,534154.852171,184864.715478,534194.135257,184872.343048,2.1719398,-1,-1,944,4,40.016754
2952,534194.135257,184872.343048,534225.74396,184878.480488,1.8674352,-1,-1,944,4,32.199043
2953,534225.74396,184878.480488,534438.079802,184919.709595,2.9939294,-1,-1,944,5,216.30153
2954,534438.079802,184919.709595,534438.8664,184919.862328,3.1618557,-1,-1,944,4,0.80128795
2955,534080.38424,184861.806916,534082.908182,184850.746162,3.2086754,-1,-1,945,4,11.345068
2956,534082.908182,184850.746162,534111.51456,184725.383487,2.7784204,-1,-1,945,5,128.58508
2957,534111.51456,184725.383487,534134.1353,184626.251873,2.1523857,-1,-1,945,4,101.67976
2958,534134.1353,184626.251873,534147.772392,184566.489593,2.1510406,-1,-1,945,4,61.298454
2959,534147.772392,184566.489593,534159.487925,184515.148224,1.2023697,-1,-1,945,4,52.661087
2960,534159.487925,184515.148224,534160.740843,184509.657523,3.7157834,-1,-1,945,4,5.6318378
2961,533767.893888,184669.298663,533886.682775,184742.478014,2.8375611,-1,-1,946,4,139.52068
2962,533886.682775,184742.478014,534020.469962,184824.896999,2.2014127,-1,-1,946,4,157.13657
2963,534020.469962,184824.896999,534053.004576,184844.939799,2.9610264,-1,-1,946,5,38.212757
2964,534053.004576,184844.939799,534080.38424,184861.806916,3.2086754,-1,-1,946,4,32.158134
2965,534107.241385,184562.595503,534147.772392,184566.489593,3.1072955,-1,-1,947,3,40.717644
2966,534107.241385,184562.595503,534123.674167,184501.880569,3.1072955,-1,-1,948,3,62.899441
2967,534257.294738,185299.590899,534265.838886,185281.722159,3.858876,-1,-1,949,4,19.806421
2968,534265.838886,185281.722159,534282.3086,185247.278341,1.086924,-1,-1,949,4,38.178894
2969,534282.3086,185247.278341,534315.989548,185176.839936,3.0542002,-1,-1,949,5,78.076729
2970,534315.989548,185176.839936,534438.010721,184921.651844,4,-1,-1,949,6,282.86063
2971,534438.010721,184921.651844,534438.8664,184919.862328,3.1618555,-1,-1,949,4,1.9835713
2972,533975.536711,184888.72966,534086.662864,184945.865121,2.961535,-1,-1,950,4,124.95393
2973,534086.662864,184945.865121,534148.432962,184977.624189,3.038465,-1,-1,950,5,69.456345
2974,534148.432962,184977.624189,534270.559685,185040.415588,2.9605424,-1,-1,950,4,137.32333
2975,533912.446314,184978.356559,533919.218582,184981.68751,3.2994671,-1,-1,951,4,7.5471087
2976,533919.218582,184981.68751,534043.917232,185043.020738,1.7276689,-1,-1,951,4,138.96588
2977,534043.917232,185043.020738,534106.650248,185073.876071,2.9728639,-1,-1,951,5,69.910538
2978,534106.650248,185073.876071,534229.440716,185134.270756,4,-1,-1,951,6,136.83939
2979,534229.440716,185134.270756,534315.989548,185176.839936,3.9999998,-1,-1,951,6,96.45121
2980,534315.989548,185176.839936,534426.992404,185231.436865,4,-1,-1,951,6,123.70311
2981,534426.992404,185231.436865,534489.364516,185262.114687,6,-1,-1,951,8,69.508339
2982,534489.364516,185262.114687,534567.921395,185300.753012,4.4730835,-1,-1,951,6,87.544868
2983,534250.71711,185677.418984,534255.396315,185658.631802,3.0353599,-1,-1,952,4,19.361126
2984,534255.396315,185658.631802,534264.976488,185620.167047,1.8371177,-1,-1,952,4,39.639843
2985,534264.976488,185620.167047,534285.980877,185535.833634,3.1275225,-1,-1,952,5,86.909775
2986,534285.980877,185535.833634,534312.397231,185429.770984,4,-1,-1,952,6,109.30283
2987,534312.397231,185429.770984,534333.811315,185343.792632,3.079603,-1,-1,952,5,88.604965
2988,534333.811315,185343.792632,534351.358756,185273.338995,2.920397,-1,-1,952,4,72.605972
2989,534282.3086,185247.278341,534351.358756,185273.338995,2.9256492,-1,-1,953,4,73.804344
2990,534351.358756,185273.338995,534408.137338,185294.768156,1.5474347,-1,-1,953,3,60.687859
2991,534333.811315,185343.792632,534383.144788,185362.878321,2.6756318,-1,-1,954,3,52.896645
2992,534383.144788,185362.878321,534423.507377,185329.419971,2.6756318,-1,-1,955,3,52.42709
2993,534312.931149,185737.593518,534323.599938,185679.702796,3.1749816,-1,-1,956,4,58.865597
2994,534323.599938,185679.702796,534334.014446,185623.191852,4,-1,-1,956,6,57.462585
2995,534334.014446,185623.191852,534350.399122,185534.28573,4,-1,-1,956,5,90.403297
2996,534255.396315,185658.631802,534259.64948,185659.945786,4,-1,-1,958,5,4.4515128
2997,534259.64948,185659.945786,534323.599938,185679.702796,4,-1,-1,958,6,66.932808
2998,534323.599938,185679.702796,534410.098176,185706.425773,4,-1,-1,958,5,90.532112
2999,534177.063226,185670.766665,534207.422707,185537.721307,2.8418815,-1,-1,959,4,136.46526
3000,534207.422707,185537.721307,534232.605268,185427.362939,3.1581185,-1,-1,959,5,113.1951
3001,534232.605268,185427.362939,534243.157243,185381.12067,3.081847,-1,-1,959,5,47.430916
3002,534243.157243,185381.12067,534261.390788,185301.215205,1.8206327,-1,-1,959,4,81.959412
3003,534261.390788,185301.215205,534265.838886,185281.722159,3.0975204,-1,-1,959,4,19.99411
3004,533966.472683,185419.331313,533980.877155,185377.623284,2.9460154,-1,-1,960,4,44.125374
3005,533980.877155,185377.623284,534002.537153,185314.906938,2.056803,-1,-1,960,4,66.351303
