Ref,x1,y1,x2,y2,Angular Connectivity,Angular Shortest Path Angle,Angular Shortest Path Order,Axial Line Ref,Connectivity,Segment Length
857,530790.884737,185496.647082,530796.456633,185440.725318,1.9825487,-1,-1,271,4,56.198662
858,530796.456633,185440.725318,530796.864518,185436.631624,2.6622484,-1,-1,271,4,4.1139636
859,530742.147609,185465.713445,530747.438601,185463.279006,3.4309821,-1,-1,272,4,5.8241816
860,530747.438601,185463.279006,530791.766007,185442.883522,0.85895824,-1,-1,272,4,48.794411
861,530791.766007,185442.883522,530796.456633,185440.725318,3.7100596,-1,-1,272,4,5.1633153
862,530632.54739,185377.731381,530742.147609,185465.713445,2.9511502,-1,-1,273,5,140.54555
863,530742.147609,185465.713445,530746.043532,185468.840914,3.2948494,-1,-1,273,4,4.9959264
864,531139.156606,185568.378354,531178.170136,185580.034723,3.1072955,-1,-1,274,3,40.717644
865,531139.156606,185568.378354,531162.114949,185521.908423,2.0788777,-1,-1,275,2,51.831844
866,531042.147242,185563.084341,531102.612833,185489.130371,2.8842146,0,0,276,4,95.526321
867,531102.612833,185489.130371,531222.546981,185342.441876,3.1157851,0,1,276,5,189.47748
868,531222.546981,185342.441876,531222.613852,185342.360088,2.9788589,-1,-1,276,4,0.10564582
869,530934.154255,185606.025365,531052.774115,185663.784076,2.0838475,-1,-1,277,3,131.9346
870,531264.378405,185929.697893,531341.73952,185696.459553,4,-1,-1,278,4,245.73332
871,530573.619461,184885.525442,530679.457083,184788.363002,4,-1,-1,279,4,143.67374
872,530417.322289,184794.539107,530460.27893,184899.299055,4,-1,-1,280,4,113.22508
873,531102.612833,185489.130371,531162.114949,185521.908423,2.9715824,-1,-1,281,3,67.933075
874,531054.947555,184568.105455,531200.789701,184492.31071,2.3954475,-1,-1,282,4,164.36172
875,531200.789701,184492.31071,531204.222228,184490.526812,4,-1,-1,282,5,3.8684018
876,533275.546662,183268.599837,533339.851954,183253.93519,4,-1,-1,283,5,65.956215
877,533339.851954,183253.93519,533403.046435,183239.523861,4,-1,-1,283,6,64.816887
878,533403.046435,183239.523861,533423.137646,183234.942115,3.1765199,-1,-1,283,5,20.607018
879,533423.137646,183234.942115,533530.028676,183210.565907,1.9900527,-1,-1,283,4,109.63527
880,533530.028676,183210.565907,533610.371085,183192.244039,1.7398858,-1,-1,283,4,82.40506
881,533610.371085,183192.244039,533847.677431,183138.126973,2.0232198,-1,-1,283,4,243.39876
882,533847.677431,183138.126973,533983.161586,183107.230181,1.2413905,-1,-1,283,3,138.96246
883,533457.921448,183355.764288,533524.910591,183347.208845,2,-1,-1,284,3,67.533257
884,533524.910591,183347.208845,533577.743827,183340.461307,2.6528366,-1,-1,284,5,53.262371
885,533577.743827,183340.461307,533588.155566,183339.131584,3.3471634,-1,-1,284,4,10.496307
