Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,Metric Shortest Path Distance,Metric Shortest Path Order,Segment Length
2578,535486.45536,184620.691482,535493.900593,184617.249822,1.6658194,814,4,-1,-1,8.2022266
2579,535493.900593,184617.249822,535559.780814,184586.795798,2.3176184,814,3,-1,-1,72.578583
2580,535325.968418,184694.878745,535326.150583,184687.185216,4,815,5,-1,-1,7.6956849
2581,535326.150583,184687.185216,535326.780293,184660.590285,4,815,6,-1,-1,26.602385
2582,535326.780293,184660.590285,535328.171518,184601.833774,2.7258317,815,5,-1,-1,58.77298
2583,535328.171518,184601.833774,535328.307254,184596.101181,3.2741685,815,4,-1,-1,5.734199
2584,535277.546573,184616.700901,535288.003434,184626.022667,3.3356996,816,4,-1,-1,14.008615
2585,535288.003434,184626.022667,535326.780293,184660.590285,2.6643004,816,5,-1,-1,51.947716
2586,535326.780293,184660.590285,535345.429784,184677.215367,3.2326641,816,5,-1,-1,24.983932
2587,535345.429784,184677.215367,535351.832246,184682.92284,2.7673359,816,4,-1,-1,8.5771065
2588,535106.236624,184685.333641,535159.115925,184668.07899,4,817,5,-1,-1,55.623226
2589,535159.115925,184668.07899,535275.229262,184630.190912,2.6909027,817,5,-1,-1,122.1385
2590,535275.229262,184630.190912,535288.003434,184626.022667,3.3090973,817,4,-1,-1,13.437029
2591,535099.95835,184443.589184,535120.810523,184522.71853,2.9276934,818,4,-1,-1,81.830719
2592,535120.810523,184522.71853,535123.783015,184533.998474,2.7533221,818,5,-1,-1,11.665026
2593,535123.783015,184533.998474,535125.362869,184539.993668,3.2466779,818,5,-1,-1,6.1998625
2594,535125.362869,184539.993668,535126.741376,184545.224797,4,818,6,-1,-1,5.4097123
2595,535126.741376,184545.224797,535143.843858,184610.124901,3.0539846,818,5,-1,-1,67.115707
2596,535143.843858,184610.124901,535159.115925,184668.07899,2.9460154,818,5,-1,-1,59.932568
2597,535159.115925,184668.07899,535183.5295,184760.723064,4,818,6,-1,-1,95.806824
2598,535183.5295,184760.723064,535183.579539,184760.912951,3.9999998,818,5,-1,-1,0.19636907
2599,535007.997866,184456.931621,535092.227685,184444.710817,2.9463861,819,4,-1,-1,85.111755
2600,535092.227685,184444.710817,535099.95835,184443.589184,2.9276934,819,4,-1,-1,7.8116097
2601,534996.322951,184406.684654,535063.661015,184362.56509,2.7760887,820,3,-1,-1,80.504349
2602,534996.322951,184406.684654,535007.997866,184456.931621,1.7224751,821,2,-1,-1,51.585476
2603,534973.667014,184103.780199,535006.68021,184198.712264,4,822,5,-1,-1,100.50854
2604,535006.68021,184198.712264,535038.429814,184290.01077,4,822,6,-1,-1,96.661545
2605,535038.429814,184290.01077,535063.661015,184362.56509,2.8438091,822,5,-1,-1,76.816292
2606,535063.661015,184362.56509,535077.604778,184402.661487,2.1506054,822,4,-1,-1,42.451733
2607,535077.604778,184402.661487,535092.227685,184444.710817,3.0055857,822,5,-1,-1,44.519382
2608,535092.227685,184444.710817,535119.603299,184523.431568,3.1265831,822,5,-1,-1,83.344948
2609,535119.603299,184523.431568,535123.382756,184534.299696,2.8734171,822,5,-1,-1,11.506542
2610,535123.382756,184534.299696,535125.362869,184539.993668,4,822,6,-1,-1,6.0284462
2611,535125.362869,184539.993668,535127.143091,184545.112838,4,822,5,-1,-1,5.419879
2612,535143.843858,184610.124901,535163.459076,184603.131906,2,823,2,-1,-1,20.824474
2613,535058.349966,184784.540185,535073.848881,184817.657942,2.315361,824,3,-1,-1,36.565041
2614,535046.019883,184775.403679,535058.349966,184784.540185,0.87075675,825,2,-1,-1,15.346227
2615,534988.73206,184789.101681,535046.019883,184775.403679,2.5553956,826,3,-1,-1,58.902714
2616,535098.352127,184553.136977,535126.741376,184545.224797,4,827,5,-1,-1,29.471209
2617,535126.741376,184545.224797,535127.143091,184545.112838,3.0400231,827,5,-1,-1,0.41702437
2618,535127.143091,184545.112838,535265.441986,184506.568466,1.8690072,827,4,-1,-1,143.56969
2619,535265.441986,184506.568466,535477.846402,184447.370635,3.0909696,827,5,-1,-1,220.49948
2620,535477.846402,184447.370635,535482.339947,184446.118268,3.3558173,827,4,-1,-1,4.6648011
2621,535477.292433,184441.508751,535477.846402,184447.370635,4,828,5,-1,-1,5.8880019
2622,535477.846402,184447.370635,535486.013799,184533.794849,2.8008873,828,5,-1,-1,86.80928
2623,535486.013799,184533.794849,535493.900593,184617.249822,3.1991129,828,4,-1,-1,83.826813
2624,535234.30418,184219.605722,535259.452054,184242.571398,3.7738943,829,4,-1,-1,34.056393
2625,535259.452054,184242.571398,535391.285226,184362.964791,1.4153167,829,4,-1,-1,178.53447
2626,535391.285226,184362.964791,535477.292433,184441.508751,1.2796584,829,4,-1,-1,116.47486
2627,535477.292433,184441.508751,535482.339947,184446.118268,2.8869476,829,3,-1,-1,6.8355722
2628,535119.603299,184523.431568,535120.810523,184522.71853,4,830,5,-1,-1,1.4020742
2629,535120.810523,184522.71853,535391.285226,184362.964791,4,830,5,-1,-1,314.13025
2630,535077.604778,184402.661487,535108.522419,184392.212847,2,831,2,-1,-1,32.635479
2631,535265.441986,184506.568466,535287.757501,184557.258914,2.372308,832,4,-1,-1,55.385048
2632,535287.757501,184557.258914,535291.007937,184564.642389,3.6276922,832,4,-1,-1,8.0672827
2633,535275.229262,184630.190912,535277.546573,184616.700901,3.3552029,833,4,-1,-1,13.687597
2634,535277.546573,184616.700901,535287.061007,184561.31349,1.9825487,833,4,-1,-1,56.198662
2635,535287.061007,184561.31349,535287.757501,184557.258914,2.6622484,833,4,-1,-1,4.1139636
2636,535287.061007,184561.31349,535291.007937,184564.642389,3.7100599,834,4,-1,-1,5.1633153
2637,535291.007937,184564.642389,535328.307254,184596.101181,0.85895824,834,4,-1,-1,48.794411
2638,535328.307254,184596.101181,535332.759362,184599.856155,3.4309821,834,4,-1,-1,5.8241816
2639,535328.171518,184601.833774,535332.759362,184599.856155,3.2948494,835,4,-1,-1,4.9959264
2640,535332.759362,184599.856155,535486.013799,184533.794849,2.7051506,835,4,-1,-1,166.88625
2641,535109.014458,184072.701281,535158.33106,184046.210688,1.1811737,836,3,-1,-1,55.981056
2642,535158.33106,184046.210688,535258.968139,183992.153113,0.98894149,836,2,-1,-1,114.23679
2643,535158.33106,184046.210688,535195.706329,184118.787451,3.0480838,837,4,-1,-1,81.635147
2644,535195.706329,184118.787451,535245.544647,184215.56545,2.0349927,837,4,-1,-1,108.85696
2645,535245.544647,184215.56545,535259.452054,184242.571398,2.9169233,837,4,-1,-1,30.376589
2646,534882.037039,184593.992139,534922.745785,184593.140957,3.1072955,838,3,-1,-1,40.717644
2647,534910.769279,184530.680211,534922.745785,184593.140957,1.1072954,839,1,-1,-1,63.598595
2648,534869.83206,184512.946571,534874.038142,184511.633229,3.0436037,840,4,-1,-1,4.4063578
2649,534874.038142,184511.633229,534960.571836,184484.613231,2.9563963,840,4,-1,-1,90.654068
2650,534899.688958,184346.786186,534960.571836,184484.613231,1.0721309,841,2,-1,-1,150.67522
2651,534960.571836,184484.613231,535017.664512,184613.859991,2.9278691,841,4,-1,-1,141.29507
2652,534980.6237,184708.16835,535044.610268,184697.759504,4,842,4,-1,-1,64.827652
2653,535040.266823,184671.554139,535044.610268,184697.759504,1.9948233,843,3,-1,-1,26.562881
2654,535044.610268,184697.759504,535048.405731,184720.658726,1.9981046,843,3,-1,-1,23.211634
2655,535040.266823,184671.554139,535101.514919,184660.701079,1.9839985,844,2,-1,-1,62.202236
2656,535101.514919,184660.701079,535106.236624,184685.333641,2.0713086,845,3,-1,-1,25.08102
2657,535106.236624,184685.333641,535111.018454,184710.279874,1.9357636,845,3,-1,-1,25.400402
2658,535048.405731,184720.658726,535111.018454,184710.279874,2.0160015,846,2,-1,-1,63.467106
2659,535070.653026,184171.66301,535104.122343,184266.398258,4,847,4,-1,-1,100.47369
2660,534693.378656,184662.677647,534705.865193,184908.093521,4,848,4,-1,-1,245.73332
2661,534409.266384,185729.811984,534410.098176,185706.425773,1.9289347,849,3,-1,-1,23.400999
2662,534410.098176,185706.425773,534411.769288,185659.4417,2.0859947,849,4,-1,-1,47.013783
2663,534411.769288,185659.4417,534412.935623,185626.649678,2.0768876,849,4,-1,-1,32.812756
2664,534412.935623,185626.649678,534416.277092,185532.70275,3.0052414,849,5,-1,-1,94.006332
2665,534416.277092,185532.70275,534419.82282,185433.012986,4,849,6,-1,-1,99.7528
2666,534419.82282,185433.012986,534423.507377,185329.419971,3.4632652,849,5,-1,-1,103.65852
2667,534423.507377,185329.419971,534424.980691,185287.997098,2.5367348,849,5,-1,-1,41.449066
2668,534424.980691,185287.997098,534426.992404,185231.436865,4,849,6,-1,-1,56.595997
2669,534426.992404,185231.436865,534430.741231,185126.036879,2.8964992,849,5,-1,-1,105.46664
2670,534430.741231,185126.036879,534438.010721,184921.651844,3.1035008,849,5,-1,-1,204.51427
2671,534438.010721,184921.651844,534438.079802,184919.709595,4,849,6,-1,-1,1.9434779
2672,534438.079802,184919.709595,534440.583276,184849.323307,2.9154701,849,5,-1,-1,70.430794
2673,534440.583276,184849.323307,534447.223673,184662.62551,2.0335331,849,4,-1,-1,186.81586
2674,534447.223673,184662.62551,534450.502056,184570.452278,3.0509968,849,4,-1,-1,92.231514
2675,534430.741231,185126.036879,534494.767712,185117.859809,3.1047015,850,4,-1,-1,64.546532
2676,534494.767712,185117.859809,534547.600949,185111.112271,1.5481352,850,4,-1,-1,53.262371
2677,534547.600949,185111.112271,534558.012687,185109.782548,3.3471634,850,4,-1,-1,10.496307
2678,534482.892073,185434.916356,534489.364516,185262.114687,6,851,7,-1,-1,172.92284
2679,534489.364516,185262.114687,534494.767712,185117.859809,6,851,7,-1,-1,144.35603
2680,534549.861945,185106.026022,534558.012687,185109.782548,3.6441982,852,4,-1,-1,8.9747467
2681,534558.012687,185109.782548,534614.904118,185136.002749,0.91864121,852,3,-1,-1,62.642906
2682,534547.600949,185111.112271,534549.861945,185106.026022,3.0086384,853,4,-1,-1,5.5661507
2683,534549.861945,185106.026022,534577.731103,185043.332652,1.5875411,853,3,-1,-1,68.608665
2684,534577.731103,185043.332652,534608.873559,185036.498532,2.5961795,854,4,-1,-1,31.883503
2685,534608.873559,185036.498532,534758.676538,185003.624711,2.8942552,854,4,-1,-1,153.3676
2686,534565.323961,184924.59891,534608.873559,185036.498532,3.4207692,855,5,-1,-1,120.07536
2687,534608.873559,185036.498532,534642.400255,185122.644553,4,855,6,-1,-1,92.440125
2688,534642.400255,185122.644553,534668.63283,185190.048508,4,855,6,-1,-1,72.328705
2689,534668.63283,185190.048508,534696.950129,185262.809114,3.0542002,855,5,-1,-1,78.076729
2690,534696.950129,185262.809114,534710.797063,185298.388469,1.086924,855,4,-1,-1,38.178894
2691,534710.797063,185298.388469,534717.980565,185316.846303,3.8588758,855,4,-1,-1,19.806421
2692,534614.904118,185136.002749,534642.400255,185122.644553,2.5628395,856,4,-1,-1,30.569248
2693,534642.400255,185122.644553,534779.701359,185055.940815,2.9553642,856,4,-1,-1,152.64659
2694,534758.676538,185003.624711,534772.134442,185037.112042,1.9056505,857,3,-1,-1,36.090393
2695,534772.134442,185037.112042,534779.701359,185055.940815,1.9439689,857,3,-1,-1,20.292385
2696,534772.134442,185037.112042,534850.622633,185003.925337,4,858,5,-1,-1,85.215919
2697,534850.622633,185003.925337,534914.59545,184976.876084,3.038465,858,5,-1,-1,69.456345
2698,534914.59545,184976.876084,534981.034506,184948.784045,2.0050292,858,4,-1,-1,72.13398
2699,534981.034506,184948.784045,535029.684356,184928.213712,2.9565058,858,4,-1,-1,52.819942
2700,534981.034506,184948.784045,535016.032018,185050.393422,4,859,4,-1,-1,107.46763
2701,534408.137338,185294.768156,534424.980691,185287.997098,2.4730837,860,4,-1,-1,18.153395
2702,534424.980691,185287.997098,534489.364516,185262.114687,6,860,8,-1,-1,69.391472
2703,534489.364516,185262.114687,534668.63283,185190.048508,6,860,8,-1,-1,193.21144
2704,534668.63283,185190.048508,534746.594722,185158.70769,2.9785283,860,5,-1,-1,84.025612
2705,534746.594722,185158.70769,534885.087973,185103.033159,3.0214717,860,5,-1,-1,149.26498
2706,534885.087973,185103.033159,534949.953404,185076.957141,2.9728642,860,5,-1,-1,69.910538
2707,534949.953404,185076.957141,535016.032018,185050.393422,1.9949708,860,4,-1,-1,71.218079
2708,535016.032018,185050.393422,535078.8908,185025.12408,1.7326981,860,4,-1,-1,67.74781
2709,535078.8908,185025.12408,535085.89327,185022.309075,3.2994671,860,4,-1,-1,7.5471087
2710,534626.143933,185283.631322,534638.371793,185355.20022,2.920397,861,4,-1,-1,72.605972
2711,534638.371793,185355.20022,534652.868077,185440.046069,3.079603,861,5,-1,-1,86.075317
2712,534652.868077,185440.046069,534667.666807,185526.662112,4,861,6,-1,-1,87.871162
2713,534667.666807,185526.662112,534696.610179,185696.065864,4,861,5,-1,-1,171.85852
2714,534567.921395,185300.753012,534626.143933,185283.631322,1.5474347,862,3,-1,-1,60.687859
2715,534626.143933,185283.631322,534696.950129,185262.809114,2.9256492,862,4,-1,-1,73.804344
2716,534587.748809,185370.541949,534588.856725,185370.206186,3.118978,863,4,-1,-1,1.1576769
2717,534588.856725,185370.206186,534638.371793,185355.20022,2.881022,863,4,-1,-1,51.738968
2718,534546.470374,185330.75359,534587.748809,185370.541949,0.67563176,864,2,-1,-1,57.332561
2719,534587.748809,185370.541949,534589.025562,185371.772614,3.3243682,864,4,-1,-1,1.773312
2720,534588.856725,185370.206186,534589.025562,185371.772614,3.5566537,865,4,-1,-1,1.5755012
2721,534589.025562,185371.772614,534596.200064,185438.335882,2.4433463,865,5,-1,-1,66.948799
2722,534596.200064,185438.335882,534605.880304,185528.146779,4,865,6,-1,-1,90.331078
2723,534605.880304,185528.146779,534624.887309,185704.489114,4,865,5,-1,-1,177.36371
2724,534207.422707,185537.721307,534285.980877,185535.833634,4,866,5,-1,-1,78.580849
2725,534285.980877,185535.833634,534350.399122,185534.28573,3.1313164,866,5,-1,-1,64.436836
2726,534350.399122,185534.28573,534416.277092,185532.70275,2.8686836,866,5,-1,-1,65.896988
2727,534416.277092,185532.70275,534538.75427,185529.759749,2.9774861,866,5,-1,-1,122.51254
2728,534538.75427,185529.759749,534605.880304,185528.146779,3.0225139,866,5,-1,-1,67.145409
2729,534605.880304,185528.146779,534667.666807,185526.662112,4,866,6,-1,-1,61.804337
2730,534667.666807,185526.662112,534744.894253,185524.806416,4,866,6,-1,-1,77.249741
2731,534744.894253,185524.806416,534825.516657,185522.869142,4,866,5,-1,-1,80.645676
2732,534817.717395,185445.021063,534818.377158,185451.606463,3.3471427,867,4,-1,-1,6.6183672
2733,534818.377158,185451.606463,534825.516657,185522.869142,1.7011307,867,4,-1,-1,71.619423
2734,534825.516657,185522.869142,534832.674483,185594.314755,2.0375741,867,4,-1,-1,71.803276
2735,534832.674483,185594.314755,534839.557481,185663.017173,2.9141521,867,5,-1,-1,69.046349
2736,534839.557481,185663.017173,534841.167628,185679.088804,2.9891434,867,4,-1,-1,16.152086
2737,534818.377158,185451.606463,534826.764898,185445.294108,4,868,5,-1,-1,10.49762
2738,534826.764898,185445.294108,534861.606935,185419.073064,2.8540964,868,5,-1,-1,43.606316
2739,534861.606935,185419.073064,534926.283087,185370.399784,1.9921591,868,4,-1,-1,80.945
2740,534926.283087,185370.399784,534941.840332,185358.691881,1.4032409,868,4,-1,-1,19.470564
2741,534941.840332,185358.691881,534967.325179,185339.51277,3.7505035,868,5,-1,-1,31.895388
2742,534967.325179,185339.51277,534967.725438,185339.211548,4,868,5,-1,-1,0.50094116
2743,534895.064744,185297.30482,534926.283087,185370.399784,2,869,2,-1,-1,79.482445
2744,534411.769288,185659.4417,534495.818681,185651.563907,2,870,2,-1,-1,84.41777
2745,534409.266384,185729.811984,534549.668752,185713.322903,2.0604417,871,3,-1,-1,141.36731
2746,534549.668752,185713.322903,534624.887309,185704.489114,2.0305457,871,4,-1,-1,75.735512
2747,534624.887309,185704.489114,534696.610179,185696.065864,2.0393751,871,4,-1,-1,72.215797
2748,534696.610179,185696.065864,534769.397585,185687.517594,2.9666958,871,5,-1,-1,73.287651
2749,534769.397585,185687.517594,534799.293153,185684.00661,4,871,6,-1,-1,30.10103
2750,534799.293153,185684.00661,534841.167628,185679.088804,2.9891434,871,4,-1,-1,42.162262
2751,534710.797063,185298.388469,534713.774484,185318.159645,3.0975204,872,4,-1,-1,19.99411
2752,534713.774484,185318.159645,534725.979462,185399.205212,1.8206327,872,4,-1,-1,81.959412
