Ref,x1,y1,x2,y2,Angular Connectivity,Axial Choice,Axial Choice [Line Length Wgt],Axial Choice [Line Length Wgt][Norm],Axial Choice [Norm],Axial Connectivity,Axial Integration [HH],Axial Line Length,Axial Line Ref,Axial Mean Depth,Axial Mean Depth [Line Length Wgt],Axial Node Count,Axial RA,Axial Total Depth,Axial Total Line Length,Connectivity,Segment Length
279,531279.573531,183955.446867,531279.998323,183953.103227,2,6,1019570.3,0.010717257,0.0033898305,2,0.92826504,71.333557,56,4.7333331,4.6914201,61,0.12655367,284,13793.731,3,2.3818259
280,531276.790994,183954.982689,531279.573531,183955.446867,2,145,3138027.2,0.032985508,0.081920907,3,1.1060178,56.139023,57,4.1333332,4.0577354,61,0.10621469,248,13793.731,3,2.8209882
281,531279.573531,183955.446867,531304.31269,183959.573805,4,145,3138027.2,0.032985508,0.081920907,3,1.1060178,56.139023,57,4.1333332,4.0577354,61,0.10621469,248,13793.731,6,25.08102
282,531304.31269,183959.573805,531329.366877,183963.753297,4,145,3138027.2,0.032985508,0.081920907,3,1.1060178,56.139023,57,4.1333332,4.0577354,61,0.10621469,248,13793.731,6,25.400402
283,531329.366877,183963.753297,531332.164824,183964.220045,2,145,3138027.2,0.032985508,0.081920907,3,1.1060178,56.139023,57,4.1333332,4.0577354,61,0.10621469,248,13793.731,3,2.8366113
284,531315.938544,184033.420237,531317.354673,184026.073282,2,11,1131253.4,0.011891219,0.0062146895,2,0.92826504,77.498955,58,4.7333331,4.690526,61,0.12655367,284,13793.731,3,7.4821897
285,531317.354673,184026.073282,531329.366877,183963.753297,4,11,1131253.4,0.011891219,0.0062146895,2,0.92826504,77.498955,58,4.7333331,4.690526,61,0.12655367,284,13793.731,6,63.467106
286,531329.366877,183963.753297,531330.606508,183957.32202,2,11,1131253.4,0.011891219,0.0062146895,2,0.92826504,77.498955,58,4.7333331,4.690526,61,0.12655367,284,13793.731,3,6.5496569
287,530805.297175,183814.47291,530810.256885,183814.547701,2,4,1751912.1,0.0184153,0.0022598871,2,1.3328934,112.71455,59,3.5999999,2.9800804,61,0.088135593,216,13793.731,3,4.9602737
288,530810.256885,183814.547701,530916.388132,183816.148133,4,4,1751912.1,0.0184153,0.0022598871,2,1.3328934,112.71455,59,3.5999999,2.9800804,61,0.088135593,216,13793.731,6,106.14331
289,530916.388132,183816.148133,530917.998915,183816.172423,2,4,1751912.1,0.0184153,0.0022598871,2,1.3328934,112.71455,59,3.5999999,2.9800804,61,0.088135593,216,13793.731,3,1.6109663
290,531137.25158,184338.103022,531139.683702,184338.865635,2,0,3347107,0.035183258,0,2,1.4643054,264.6011,60,3.3666666,2.8678288,61,0.080225989,202,13793.731,3,2.5488818
291,531139.683702,184338.865635,531374.160466,184412.387824,4,0,3347107,0.035183258,0,2,1.4643054,264.6011,60,3.3666666,2.8678288,61,0.080225989,202,13793.731,6,245.73332
292,531374.160466,184412.387824,531389.731841,184417.270361,2,0,3347107,0.035183258,0,2,1.4643054,264.6011,60,3.3666666,2.8678288,61,0.080225989,202,13793.731,3,16.318913
