Ref,x,y,Connectivity,Metric Mean Penn Distance,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
3735564,4.08000000,5.52000000,109.00000000,0.24782693,1.81002271,2.02205229,1.77422523,1866.00000000,55.99149323,41.58720016
3735565,4.08000000,5.58000000,111.00000000,0.24409719,1.77959526,2.00243664,1.75833941,1866.00000000,55.14854050,38.65679932
3735566,4.08000000,5.64000000,115.00000000,0.23962665,1.73069620,1.98402488,1.74439824,1866.00000000,55.32557678,36.63719940
3735567,4.08000000,5.70000000,121.00000000,0.23463850,1.69200957,1.96704507,1.73240662,1866.00000000,56.64263535,35.92440033
3735568,4.08000000,5.76000000,132.00000000,0.22751079,1.63562059,1.94988048,1.72236967,1866.00000000,58.30764771,34.96319962
3735569,4.08000000,5.82000000,137.00000000,0.21652147,1.59299338,1.93082726,1.71430576,1866.00000000,59.94292068,35.11800003
3735570,4.08000000,5.88000000,165.00000000,0.20931813,1.41943860,1.91759861,1.70828044,1866.00000000,78.54006195,49.66559982
3735571,4.08000000,5.94000000,250.00000000,0.20947474,1.40448022,1.91382682,1.70435214,1866.00000000,229.06542969,370.53720093
3735572,4.08000000,6.00000000,253.00000000,0.21080483,1.40199006,1.91335511,1.70255029,1866.00000000,229.77291870,370.73159790
3735573,4.08000000,6.06000000,169.00000000,0.21250701,1.39430165,1.91538334,1.70287633,1866.00000000,82.75247955,54.51480103
3735574,4.08000000,6.12000000,141.00000000,0.20287941,1.24004877,1.90817904,1.70529962,1866.00000000,62.74394989,38.44079971
3735575,4.08000000,6.18000000,132.00000000,0.19774304,1.32234919,1.90750539,1.70976233,1866.00000000,60.22011185,39.05279922
3735576,4.08000000,6.24000000,120.00000000,0.19754457,1.41378367,1.91374505,1.71620047,1866.00000000,58.63967514,41.11560059
3735577,4.08000000,6.30000000,113.00000000,0.19621919,1.43286717,1.92081285,1.72459364,1866.00000000,58.79551697,44.45640182
3735578,4.08000000,6.36000000,111.00000000,0.19309823,1.42023838,1.92803729,1.73493898,1866.00000000,59.65674591,47.43000031
3735579,4.08000000,6.42000000,117.00000000,0.19303346,1.41244066,1.94026780,1.74723434,1866.00000000,65.12687683,53.76959991
3735580,4.08000000,6.48000000,148.00000000,0.19428007,1.32100916,1.95575607,1.76147604,1866.00000000,91.17410278,78.69960022
3735581,4.08000000,6.54000000,219.00000000,0.20047791,1.24699092,1.97815311,1.77767515,1866.00000000,127.97511292,106.96320343
3735582,4.08000000,6.60000000,222.00000000,0.20876850,1.34604383,2.00464654,1.79587805,1866.00000000,134.69381714,120.00959778
3735583,4.08000000,6.66000000,264.00000000,0.21116057,1.35533082,2.02728057,1.81612015,1866.00000000,227.43615723,324.45721436
3735584,4.08000000,6.72000000,236.00000000,0.21504419,1.36290717,2.05343556,1.83839130,1866.00000000,192.14794922,265.33801270
3735585,4.08000000,6.78000000,210.00000000,0.21922298,1.36646605,2.08187628,1.86265337,1866.00000000,136.21667480,130.67999268
3735586,4.08000000,6.84000000,204.00000000,0.22437793,1.37689888,2.11320233,1.88882434,1866.00000000,135.59292603,132.01919556
3801091,4.14000000,4.98000000,67.00000000,0.26901603,1.83905828,2.30566168,2.03664565,1866.00000000,33.80140305,24.90119934
3801092,4.14000000,5.04000000,68.00000000,0.25427312,1.77735364,2.25779629,2.00352311,1866.00000000,28.98717499,17.94599915
3801093,4.14000000,5.10000000,78.00000000,0.24314378,1.68080592,2.21531010,1.97216630,1866.00000000,34.33669662,22.26239967
3801094,4.14000000,5.16000000,92.00000000,0.23502696,1.64794970,2.17770314,1.94267631,1866.00000000,37.58868790,23.19840050
3801095,4.14000000,5.22000000,106.00000000,0.23037559,1.64129984,2.14550900,1.91513336,1866.00000000,42.31136322,24.81839943
3801096,4.14000000,5.28000000,74.00000000,0.23587111,1.81323528,2.12547135,1.88960016,1866.00000000,23.56125832,10.11240005
3801097,4.14000000,5.34000000,61.00000000,0.24609402,1.99352193,2.11217713,1.86608315,1866.00000000,19.83450890,8.76239967
3801098,4.14000000,5.40000000,51.00000000,0.26681444,2.29437923,2.11139083,1.84457636,1866.00000000,15.80444717,6.00120020
3801100,4.14000000,5.52000000,53.00000000,0.24756369,1.96942067,2.05498505,1.80742145,1866.00000000,20.47783470,10.53359985
3801101,4.14000000,5.58000000,62.00000000,0.23729305,1.75703371,2.02901459,1.79172146,1866.00000000,22.92484856,11.01959991
3801102,4.14000000,5.64000000,63.00000000,0.23422559,1.73124421,2.01216888,1.77794325,1866.00000000,21.81653023,9.61919975
3801103,4.14000000,5.70000000,54.00000000,0.23382916,1.74735260,1.99992061,1.76609147,1866.00000000,19.03569984,8.74440002
3801105,4.14000000,5.82000000,94.00000000,0.21679726,1.59129560,1.96498489,1.74818766,1866.00000000,37.34478760,20.17440033
3801106,4.14000000,5.88000000,124.00000000,0.20926462,1.43224084,1.95150089,1.74223626,1866.00000000,54.42218399,33.97679901
3801107,4.14000000,5.94000000,232.00000000,0.20907204,1.40410638,1.94745266,1.73838067,1866.00000000,221.21258545,379.02239990
3801108,4.14000000,6.00000000,233.00000000,0.21029326,1.40061724,1.94694650,1.73665321,1866.00000000,221.86914062,379.84320068
3801109,4.14000000,6.06000000,146.00000000,0.20309739,1.20548272,1.94015062,1.73705328,1866.00000000,71.25906372,48.63600159
3801110,4.14000000,6.12000000,108.00000000,0.19768928,1.37695611,1.93723750,1.73954833,1866.00000000,48.64115143,30.72960091
3801112,4.14000000,6.24000000,53.00000000,0.19440070,1.44994867,1.94493437,1.75053370,1866.00000000,18.10723495,7.89839983
3801113,4.14000000,6.30000000,65.00000000,0.18916005,1.38946319,1.94808114,1.75892103,1866.00000000,22.30648613,9.50399971
3801114,4.14000000,6.36000000,68.00000000,0.18836601,1.38639247,1.95759547,1.76922941,1866.00000000,25.97526360,12.56760025
3801115,4.14000000,6.42000000,65.00000000,0.19084379,1.38895369,1.97229791,1.78145409,1866.00000000,28.54501343,16.29000092
3801117,4.14000000,6.54000000,147.00000000,0.21822312,1.72310436,2.02987409,1.81165087,1866.00000000,72.69327545,51.90119934
3801118,4.14000000,6.60000000,160.00000000,0.20903501,1.43077564,2.03873825,1.82970333,1866.00000000,82.44400024,68.18759918
3801119,4.14000000,6.66000000,203.00000000,0.21065372,1.42219985,2.06044316,1.84978950,1866.00000000,170.42108154,266.77081299
3801120,4.14000000,6.72000000,183.00000000,0.21311840,1.38035619,2.08501410,1.87189579,1866.00000000,135.37190247,197.17559814
3801121,4.14000000,6.78000000,160.00000000,0.21661580,1.37201393,2.11259460,1.89597869,1866.00000000,79.73767090,57.27959824
3801122,4.14000000,6.84000000,160.00000000,0.21979395,1.34062755,2.14174795,1.92195392,1866.00000000,82.01882172,57.37680054
3866631,4.20000000,5.22000000,107.00000000,0.23018038,1.73384106,2.17861080,1.94843042,1866.00000000,36.93770599,17.39879990
3866641,4.20000000,5.82000000,78.00000000,0.22342230,1.66288555,2.00692439,1.78350210,1866.00000000,32.54221344,17.62199974
3866642,4.20000000,5.88000000,98.00000000,0.21311750,1.51117373,1.99073625,1.77761877,1866.00000000,44.57471848,29.99880028
3866643,4.20000000,5.94000000,201.00000000,0.21005841,1.44280243,1.98388231,1.77382386,1866.00000000,205.77963257,382.97158813
3866644,4.20000000,6.00000000,201.00000000,0.20787920,1.32201028,1.98004794,1.77216876,1866.00000000,206.15498352,383.32440186
3866645,4.20000000,6.06000000,116.00000000,0.20128584,1.34182465,1.97393715,1.77265131,1866.00000000,53.23139954,35.90999985
3866646,4.20000000,6.12000000,85.00000000,0.20321108,1.50459552,1.97843170,1.77522063,1866.00000000,39.11050797,24.10919952
3866653,4.20000000,6.54000000,145.00000000,0.23399727,1.76633060,2.08095551,1.84695828,1866.00000000,74.36630249,55.42200089
3866654,4.20000000,6.60000000,154.00000000,0.21951160,1.53435349,2.08435035,1.86483872,1866.00000000,84.11858368,75.85919952
3866655,4.20000000,6.66000000,200.00000000,0.21613275,1.49073696,2.10087943,1.88474679,1866.00000000,174.42662048,282.23278809
3866656,4.20000000,6.72000000,175.00000000,0.21400797,1.41195881,2.12067366,1.90666580,1866.00000000,131.89961243,198.30599976
3866657,4.20000000,6.78000000,154.00000000,0.21363810,1.37370694,2.14418650,1.93054843,1866.00000000,77.14144135,57.19319916
3866658,4.20000000,6.84000000,150.00000000,0.21534774,1.35879838,2.17165542,1.95630765,1866.00000000,75.92335510,54.12599945
3932163,4.26000000,4.98000000,41.00000000,0.29619479,2.31146598,2.39824486,2.10205007,1866.00000000,11.43767262,3.75119996
3932164,4.26000000,5.04000000,43.00000000,0.27223969,2.12111020,2.34181261,2.06957293,1866.00000000,10.45401001,3.02760005
3932165,4.26000000,5.10000000,55.00000000,0.25147739,2.02946806,2.29030967,2.03883219,1866.00000000,17.68130493,8.58600044
3932166,4.26000000,5.16000000,73.00000000,0.23160206,1.86293066,2.24153519,2.00993299,1866.00000000,24.42078209,12.07079983
3932167,4.26000000,5.22000000,85.00000000,0.24086291,1.98471045,2.22382164,1.98295879,1866.00000000,28.86237144,13.80599976
3932168,4.26000000,5.28000000,66.00000000,0.28831097,2.42062020,2.24628854,1.95797741,1866.00000000,22.04215431,10.66679955
3932169,4.26000000,5.34000000,46.00000000,0.36566901,2.86631775,2.30067277,1.93500364,1866.00000000,12.72741222,4.58640003
3932170,4.26000000,5.40000000,41.00000000,0.44287986,2.88093662,2.35691810,1.91403830,1866.00000000,11.36739349,3.69359994
3932179,4.26000000,5.94000000,193.00000000,0.21320593,1.47810340,2.02381015,1.81060433,1866.00000000,209.22990417,402.81838989
3932180,4.26000000,6.00000000,193.00000000,0.20623355,1.36298752,2.01525307,1.80901945,1866.00000000,209.55088806,403.16760254
3932189,4.26000000,6.54000000,145.00000000,0.24652420,1.77193010,2.13006067,1.88353658,1866.00000000,78.67613220,62.48880005
3932190,4.26000000,6.60000000,155.00000000,0.22867733,1.52532804,2.12991619,1.90123880,1866.00000000,90.02831268,86.81759644
3932191,4.26000000,6.66000000,197.00000000,0.21965852,1.43030155,2.14061785,1.92095923,1866.00000000,179.18103027,299.14920044
3932192,4.26000000,6.72000000,172.00000000,0.21520120,1.45248556,2.15787792,1.94267666,1866.00000000,135.32641602,210.25439453
3932193,4.26000000,6.78000000,152.00000000,0.21273048,1.41084445,2.17907262,1.96634209,1866.00000000,79.12965393,61.56719971
3932194,4.26000000,6.84000000,150.00000000,0.21292673,1.38908613,2.20479536,1.99186850,1866.00000000,79.94714355,61.06679916
3997699,4.32000000,4.98000000,42.00000000,0.27008051,2.05680394,2.40664411,2.13656354,1866.00000000,10.73246956,3.31920004
3997700,4.32000000,5.04000000,48.00000000,0.25082138,1.99543917,2.35523438,2.10441279,1866.00000000,12.22251034,4.23360014
3997701,4.32000000,5.10000000,58.00000000,0.23612310,1.94252408,2.31011534,2.07399225,1866.00000000,16.08887672,6.63479996
3997702,4.32000000,5.16000000,87.00000000,0.23289929,1.82846439,2.27830243,2.04540324,1866.00000000,40.93718338,33.66719818
3997703,4.32000000,5.22000000,81.00000000,0.25006253,1.98511064,2.26879001,2.01872730,1866.00000000,27.60764313,13.52519989
3997704,4.32000000,5.28000000,67.00000000,0.28622374,2.20391703,2.28024840,1.99402452,1866.00000000,20.06104279,8.71560001
3997705,4.32000000,5.34000000,49.00000000,0.34473073,2.44010758,2.31605291,1.97132230,1866.00000000,11.92352581,3.70799994
3997706,4.32000000,5.40000000,44.00000000,0.41024861,2.56111193,2.36087704,1.95062840,1866.00000000,11.38351059,3.54600000
3997714,4.32000000,5.88000000,54.00000000,0.23397556,1.78342569,2.08627772,1.85230207,1866.00000000,17.97331810,7.76520014
3997715,4.32000000,5.94000000,180.00000000,0.21507519,1.44367349,2.06371164,1.84863651,1866.00000000,211.42892456,423.22320557
3997716,4.32000000,6.00000000,184.00000000,0.20749545,1.44383502,2.05461550,1.84712005,1866.00000000,213.17485046,424.31759644
3997717,4.32000000,6.06000000,82.00000000,0.22845845,1.72382200,2.07621098,1.84775257,1866.00000000,34.32915497,18.73800087
3997725,4.32000000,6.54000000,143.00000000,0.25412330,1.77353692,2.17546201,1.92133868,1866.00000000,80.31639099,66.22560120
3997726,4.32000000,6.60000000,157.00000000,0.23510337,1.55128396,2.17396998,1.93886673,1866.00000000,98.62563324,103.62960052
3997727,4.32000000,6.66000000,196.00000000,0.22341889,1.46926224,2.18181324,1.95839429,1866.00000000,185.28439331,317.68200684
3997728,4.32000000,6.72000000,169.00000000,0.21773824,1.47924316,2.19763851,1.97990024,1866.00000000,136.23826599,214.59599304
3997729,4.32000000,6.78000000,153.00000000,0.21351039,1.44343734,2.21684766,2.00333714,1866.00000000,88.23043823,80.61479950
3997730,4.32000000,6.84000000,149.00000000,0.21228485,1.41507602,2.24090195,2.02861714,1866.00000000,83.99541473,68.78880310
4063235,4.38000000,4.98000000,48.00000000,0.25523737,2.00980783,2.42754364,2.17230630,1866.00000000,14.10402107,5.58720016
4063236,4.38000000,5.04000000,47.00000000,0.24106361,1.98002911,2.38156080,2.14049721,1866.00000000,10.89746380,3.26880002
4063237,4.38000000,5.10000000,53.00000000,0.23458539,1.92289364,2.34498882,2.11040330,1866.00000000,12.34919453,4.10400009
4063238,4.38000000,5.16000000,86.00000000,0.23884672,1.87174344,2.32097316,2.08212662,1866.00000000,39.16158676,32.05440140
4063239,4.38000000,5.22000000,77.00000000,0.25795746,1.98837948,2.31370282,2.05574536,1866.00000000,25.92133331,12.72959995
4063240,4.38000000,5.28000000,62.00000000,0.29106665,2.15148330,2.32238722,2.03132057,1866.00000000,16.87363434,6.57359982
4063241,4.38000000,5.34000000,51.00000000,0.34137949,2.34313130,2.35026407,2.00888467,1866.00000000,12.58826160,4.07520008
4063242,4.38000000,5.40000000,47.00000000,0.40010357,2.46398354,2.38855028,1.98844659,1866.00000000,12.66692638,4.26599979
4063250,4.38000000,5.88000000,64.00000000,0.23368405,1.61878908,2.12515020,1.89146614,1866.00000000,23.60179329,11.36880016
4063251,4.38000000,5.94000000,172.00000000,0.21640266,1.47602940,2.10428333,1.88788068,1866.00000000,214.30424500,444.20040894
4063252,4.38000000,6.00000000,174.00000000,0.21096759,1.50351763,2.09739947,1.88643181,1866.00000000,216.12145996,445.95361328
4063253,4.38000000,6.06000000,99.00000000,0.22829399,1.65419495,2.11541176,1.88711774,1866.00000000,58.47543716,53.30879974
4063261,4.38000000,6.54000000,143.00000000,0.26058716,1.77574420,2.22091675,1.96032953,1866.00000000,84.41814423,72.68759918
4063262,4.38000000,6.60000000,161.00000000,0.24082890,1.56943464,2.21851826,1.97768927,1866.00000000,109.33481598,124.40160370
4063263,4.38000000,6.66000000,197.00000000,0.22738886,1.49551284,2.22441387,1.99702501,1866.00000000,193.22126770,338.28118896
4063264,4.38000000,6.72000000,168.00000000,0.22057621,1.49937069,2.23889279,2.01831651,1866.00000000,140.56584167,226.61999512
4063265,4.38000000,6.78000000,154.00000000,0.21525419,1.46499074,2.25676942,2.04151535,1866.00000000,97.28205109,100.89360046
4063266,4.38000000,6.84000000,145.00000000,0.21275561,1.43982387,2.27928948,2.06653404,1866.00000000,85.87563324,74.10600281
4128771,4.44000000,4.98000000,46.00000000,0.24859247,2.01612115,2.45785904,2.20926642,1866.00000000,12.87585735,4.50000000
4128772,4.44000000,5.04000000,50.00000000,0.23892012,1.97777891,2.41673517,2.17781520,1866.00000000,12.75586987,4.26240015
4128773,4.44000000,5.10000000,52.00000000,0.23701960,1.96083724,2.38507605,2.14805627,1866.00000000,12.55978680,4.13640022
4128774,4.44000000,5.16000000,84.00000000,0.24428612,1.89124584,2.36437559,2.12008953,1866.00000000,36.75608063,28.68840027
4128775,4.44000000,5.22000000,81.00000000,0.26420936,1.98928857,2.35820818,2.09399891,1866.00000000,28.36702919,14.13360023
4128776,4.44000000,5.28000000,60.00000000,0.29567692,2.12418866,2.36552453,2.06984758,1866.00000000,16.15328217,6.12720013
4128777,4.44000000,5.34000000,50.00000000,0.34186491,2.29168057,2.38953304,2.04766822,1866.00000000,12.78877926,4.32000017
4128778,4.44000000,5.40000000,48.00000000,0.39572710,2.40270662,2.42319584,2.02746892,1866.00000000,14.06082821,5.26319981
4128786,4.44000000,5.88000000,70.00000000,0.23234141,1.56747532,2.16415644,1.93181503,1866.00000000,28.65233612,15.53759956
4128787,4.44000000,5.94000000,169.00000000,0.21872436,1.51918495,2.14703918,1.92831492,1866.00000000,219.36109924,467.12881470
4128788,4.44000000,6.00000000,173.00000000,0.21427722,1.53503406,2.14120889,1.92693162,1866.00000000,222.82374573,470.18161011
4128789,4.44000000,6.06000000,93.00000000,0.22785045,1.67562962,2.15551400,1.92766345,1866.00000000,59.65298462,60.32160187
4128797,4.44000000,6.54000000,141.00000000,0.26627985,1.78650343,2.26676416,2.00048423,1866.00000000,88.51385498,80.27279663
4128798,4.44000000,6.60000000,157.00000000,0.24572845,1.58782709,2.26341081,2.01768231,1866.00000000,113.73600769,137.66400146
4128799,4.44000000,6.66000000,198.00000000,0.23073591,1.51792860,2.26756430,2.03682828,1866.00000000,201.61808777,360.05398560
4128800,4.44000000,6.72000000,167.00000000,0.22261465,1.46680629,2.28051686,2.05790210,1866.00000000,144.20869446,233.70480347
4128801,4.44000000,6.78000000,153.00000000,0.21719606,1.48366714,2.29805112,2.08085513,1866.00000000,103.94691467,117.37079620
4128802,4.44000000,6.84000000,141.00000000,0.21367800,1.45707798,2.31927800,2.10560012,1866.00000000,88.79491425,80.90640259
4194307,4.50000000,4.98000000,45.00000000,0.24830331,2.03719950,2.49572515,2.24742174,1866.00000000,13.97031116,5.38199997
4194308,4.50000000,5.04000000,47.00000000,0.24289532,2.02512670,2.45923901,2.21634364,1866.00000000,13.40631008,4.96799994
4194309,4.50000000,5.10000000,50.00000000,0.24295813,2.02829003,2.42988396,2.18692589,1866.00000000,12.99243927,4.42799997
4194310,4.50000000,5.16000000,73.00000000,0.24881829,1.90181518,2.40808558,2.15926743,1866.00000000,30.68392754,23.05439949
4194311,4.50000000,5.22000000,85.00000000,0.26892692,1.98956597,2.40238690,2.13346004,1866.00000000,30.70135689,15.13440037
4194312,4.50000000,5.28000000,56.00000000,0.30096939,2.14083362,2.41054869,2.10957932,1866.00000000,16.82899284,7.29720020
4194313,4.50000000,5.34000000,50.00000000,0.34457335,2.28945923,2.43222094,2.08764768,1866.00000000,14.49086761,5.33519983
4194314,4.50000000,5.40000000,48.00000000,0.39721170,2.39460349,2.46488166,2.06767011,1866.00000000,15.63215160,6.34320021
4194322,4.50000000,5.88000000,74.00000000,0.23129275,1.57019138,2.20462275,1.97333002,1866.00000000,35.63389969,23.43959999
4194323,4.50000000,5.94000000,168.00000000,0.21959664,1.53916740,2.18951988,1.96992338,1866.00000000,225.85087585,491.79598999
4194324,4.50000000,6.00000000,173.00000000,0.21618587,1.55243528,2.18478990,1.96860409,1866.00000000,229.59454346,494.97119141
4194325,4.50000000,6.06000000,92.00000000,0.22911210,1.66873634,2.19848132,1.96936929,1866.00000000,64.33643341,70.43039703
4194333,4.50000000,6.54000000,139.00000000,0.27107042,1.80637360,2.31285310,2.04178262,1866.00000000,93.43347168,89.27639771
4194334,4.50000000,6.60000000,158.00000000,0.24918908,1.60922062,2.30801582,2.05882668,1866.00000000,124.51421356,162.43200684
4194335,4.50000000,6.66000000,200.00000000,0.23280941,1.53545368,2.31059241,2.07778311,1866.00000000,210.69639587,383.04721069
4194336,4.50000000,6.72000000,170.00000000,0.22400688,1.47800303,2.32264304,2.09863615,1866.00000000,151.34776306,247.89599609
4194337,4.50000000,6.78000000,151.00000000,0.21868968,1.49733424,2.34002566,2.12133598,1866.00000000,115.42936707,147.31199646
4194338,4.50000000,6.84000000,139.00000000,0.21635400,1.52373028,2.36214733,2.14579344,1866.00000000,92.94847870,87.78600311
4259847,4.56000000,5.22000000,88.00000000,0.27213123,1.98803127,2.44621062,2.17407942,1866.00000000,32.23707199,15.62399960
4259858,4.56000000,5.88000000,76.00000000,0.23250549,1.61216509,2.24851251,2.01600695,1866.00000000,43.33664703,34.56719971
4259859,4.56000000,5.94000000,177.00000000,0.21912694,1.54858696,2.23182654,2.01269960,1866.00000000,236.74697876,519.33239746
4259860,4.56000000,6.00000000,179.00000000,0.21968561,1.59391987,2.23112726,2.01144171,1866.00000000,239.13281250,522.00360107
4259861,4.56000000,6.06000000,91.00000000,0.23086923,1.67339635,2.24309993,2.01223063,1866.00000000,69.45995331,81.70919800
4259869,4.56000000,6.54000000,133.00000000,0.27713639,1.87464058,2.36134362,2.08420730,1866.00000000,97.06406403,96.87239838
4259870,4.56000000,6.60000000,153.00000000,0.25187880,1.64530444,2.35298085,2.10110188,1866.00000000,132.04244995,182.19960022
4259871,4.56000000,6.66000000,205.00000000,0.23345745,1.54774821,2.35332322,2.11986589,1866.00000000,221.36199951,407.82238770
4259872,4.56000000,6.72000000,171.00000000,0.22482617,1.49231923,2.36532140,2.14049530,1866.00000000,157.71862793,261.98278809
4259873,4.56000000,6.78000000,148.00000000,0.22196609,1.56928551,2.38490009,2.16293406,1866.00000000,125.67390442,172.88279724
4259874,4.56000000,6.84000000,136.00000000,0.21958867,1.56351531,2.40668011,2.18709159,1866.00000000,99.25925446,99.65160370
4325379,4.62000000,4.98000000,29.00000000,0.34678802,2.64455175,2.67389679,2.32710862,1866.00000000,10.52644634,4.81680012
4325380,4.62000000,5.04000000,27.00000000,0.32463351,2.67838907,2.62142444,2.29679108,1866.00000000,10.36383247,5.05439997
4325382,4.62000000,5.16000000,42.00000000,0.26462069,2.19002414,2.50566030,2.24103951,1866.00000000,13.11180592,4.87799978
4325383,4.62000000,5.22000000,79.00000000,0.27423561,1.99529922,2.49003696,2.21580148,1866.00000000,31.65500259,16.49519920
4325384,4.62000000,5.28000000,18.00000000,0.32709363,2.54967070,2.51953840,2.19244480,1866.00000000,4.68497133,1.52999997
4325385,4.62000000,5.34000000,8.00000000,0.39919898,2.72600126,2.57018757,2.17098880,1866.00000000,1.57484162,0.42840001
4325386,4.62000000,5.40000000,5.00000000,0.47486216,2.80368114,2.62629747,2.15143514,1866.00000000,0.78973669,0.14399999
4325395,4.62000000,5.94000000,198.00000000,0.21702284,1.53419077,2.27366352,2.05664086,1866.00000000,254.58084106,552.30480957
4325396,4.62000000,6.00000000,213.00000000,0.21837372,1.56014478,2.27381563,2.05544186,1866.00000000,263.87207031,559.68481445
4325407,4.62000000,6.66000000,214.00000000,0.23263475,1.51883101,2.39566827,2.16303349,1866.00000000,230.51831055,429.13800049
4390915,4.68000000,4.98000000,52.00000000,0.32572049,2.84023333,2.69432092,2.36860061,1866.00000000,31.55001450,26.86319923
4390916,4.68000000,5.04000000,63.00000000,0.32602480,3.20671725,2.66468287,2.33865809,1866.00000000,31.97279358,22.98600006
4390917,4.68000000,5.10000000,86.00000000,0.33459851,2.72607374,2.64488554,2.31028700,1866.00000000,35.99546814,20.18160057
4390918,4.68000000,5.16000000,83.00000000,0.30330274,2.73209190,2.58688664,2.28358388,1866.00000000,31.06351089,15.27120018
4390919,4.68000000,5.22000000,111.00000000,0.27079695,1.97380412,2.52944827,2.25865149,1866.00000000,42.93857574,22.50720024
4390920,4.68000000,5.28000000,77.00000000,0.32816765,2.73695493,2.56372833,2.23556066,1866.00000000,23.79840660,8.92440033
4390921,4.68000000,5.34000000,73.00000000,0.38312259,2.73741412,2.59746742,2.21434474,1866.00000000,21.83382225,7.74359989
4390922,4.68000000,5.40000000,69.00000000,0.43135303,2.63587284,2.62636042,2.19500732,1866.00000000,21.49562454,7.85879993
4390923,4.68000000,5.46000000,67.00000000,0.46892506,2.66005111,2.64645219,2.17752719,1866.00000000,22.79906654,8.94600010
4390925,4.68000000,5.58000000,100.00000000,0.40902412,2.20852470,2.55690527,2.14788103,1866.00000000,50.78516006,33.63840103
4390926,4.68000000,5.64000000,108.00000000,0.39089739,2.14375496,2.52657580,2.13567829,1866.00000000,51.15777969,32.00400162
4390927,4.68000000,5.70000000,112.00000000,0.37337396,2.11383367,2.49863052,2.12525654,1866.00000000,50.42550278,29.92320061
4390928,4.68000000,5.76000000,112.00000000,0.34517467,2.18127608,2.46180153,2.11662698,1866.00000000,47.52965164,26.67959976
4390929,4.68000000,5.82000000,111.00000000,0.30671808,2.26351714,2.41652966,2.10981154,1866.00000000,44.58827591,23.55480003
4390930,4.68000000,5.88000000,112.00000000,0.26227415,2.26469588,2.36711621,2.10484219,1866.00000000,43.51255798,22.24440002
4390931,4.68000000,5.94000000,247.00000000,0.21555145,1.47552299,2.31731606,2.10176468,1866.00000000,280.00711060,588.69720459
4390932,4.68000000,6.00000000,243.00000000,0.21822181,1.51526201,2.31884313,2.10062146,1866.00000000,277.24197388,586.61279297
4390933,4.68000000,6.06000000,111.00000000,0.26946294,2.33912230,2.37087178,2.10140896,1866.00000000,43.15944672,22.30920029
4390934,4.68000000,6.12000000,108.00000000,0.31859109,2.33586359,2.42267346,2.10408235,1866.00000000,43.14309692,23.11560059
4390935,4.68000000,6.18000000,107.00000000,0.36506402,2.28481841,2.47365355,2.10858941,1866.00000000,44.83673096,25.39439964
4390936,4.68000000,6.24000000,103.00000000,0.37874204,1.95212245,2.49363589,2.11489391,1866.00000000,45.10692596,26.89920044
4390937,4.68000000,6.30000000,100.00000000,0.39016995,2.00271225,2.51313496,2.12296486,1866.00000000,47.67475891,30.78000069
4390938,4.68000000,6.36000000,99.00000000,0.40145800,2.09420800,2.53423810,2.13278008,1866.00000000,51.96643829,35.97119904
4390941,4.68000000,6.54000000,36.00000000,0.35363913,2.51688957,2.52594876,2.17230964,1866.00000000,8.70061684,2.41199994
4390942,4.68000000,6.60000000,38.00000000,0.29307616,2.45516658,2.48196197,2.18888569,1866.00000000,8.17826748,2.04119992
4390943,4.68000000,6.66000000,208.00000000,0.23179699,1.48835206,2.43904257,2.20724559,1866.00000000,237.31578064,454.71240234
4390944,4.68000000,6.72000000,92.00000000,0.23053940,1.57225609,2.45793104,2.22739172,1866.00000000,41.05807877,27.25200081
4390945,4.68000000,6.78000000,47.00000000,0.26698309,2.14908695,2.51625323,2.24927020,1866.00000000,13.89748478,5.81040001
4390946,4.68000000,6.84000000,49.00000000,0.29909503,2.08495426,2.57189560,2.27280068,1866.00000000,17.59096146,9.01439953
4456451,4.74000000,4.98000000,19.00000000,0.32188463,2.96548438,2.73309898,2.41121435,1866.00000000,4.70921040,1.53359997
4456452,4.74000000,5.04000000,19.00000000,0.32467195,2.73319602,2.70633745,2.38166571,1866.00000000,3.89032769,1.08000004
4456453,4.74000000,5.10000000,101.00000000,0.29311737,2.69805765,2.64676118,2.35364389,1866.00000000,47.75091553,33.63119888
4456454,4.74000000,5.16000000,108.00000000,0.26109520,2.06571412,2.58836842,2.32727337,1866.00000000,46.48111343,29.70000076
4456455,4.74000000,5.22000000,124.00000000,0.26744232,1.95181310,2.57009602,2.30265379,1866.00000000,54.39348602,34.50960159
4456456,4.74000000,5.28000000,94.00000000,0.29661044,2.32799339,2.57645726,2.27984691,1866.00000000,33.59537506,17.38439941
4456457,4.74000000,5.34000000,85.00000000,0.33932564,2.23617077,2.59821320,2.25888753,1866.00000000,25.75590324,10.07999992
4456458,4.74000000,5.40000000,77.00000000,0.35833669,2.20220971,2.59811687,2.23978019,1866.00000000,21.82258415,7.38360023
4456459,4.74000000,5.46000000,69.00000000,0.39106932,2.57616305,2.61357832,2.22250891,1866.00000000,20.97303009,7.47720003
4456461,4.74000000,5.58000000,114.00000000,0.34996146,2.08476448,2.54322195,2.19326067,1866.00000000,55.88125229,36.19440079
4456462,4.74000000,5.64000000,119.00000000,0.33701950,2.00914073,2.51826978,2.18125010,1866.00000000,54.23043823,32.78160095
