Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Step Depth
2621441,3.06,4.86,135,119.12589,143.586,1
2621442,3.06,4.92,133,111.70698,130.00681,1
2621443,3.06,4.98,137,107.96911,119.8836,1
2621444,3.06,5.04,144,104.57306,109.4148,1
2621445,3.06,5.1,163,107.90632,104.0616,1
2621446,3.06,5.16,196,112.91871,97.876801,1
2621447,3.06,5.22,202,111.43298,91.429199,1
2621448,3.06,5.28,215,112.88074,86.295601,1
2621449,3.06,5.34,221,116.50269,89.150398,1
2621450,3.06,5.4,212,107.81342,78.786003,1
2621451,3.06,5.46,198,92.168274,61.2612,1
2621452,3.06,5.52,185,84.347946,54.3564,1
2621453,3.06,5.58,174,79.031929,50.198399,1
2621454,3.06,5.64,171,76.452316,47.7756,1
2621455,3.06,5.7,163,72.201843,44.751598,1
2621456,3.06,5.76,159,69.62458,43.012798,1
2621457,3.06,5.82,159,70.238113,43.891201,1
2621458,3.06,5.88,160,71.774376,45.838799,1
2621459,3.06,5.94,280,215.36926,242.4528,1
2621460,3.06,6,274,211.61278,238.6152,1
2621461,3.06,6.06,157,79.167557,57.423599,1
2621462,3.06,6.12,154,82.307259,62.776798,1
2621463,3.06,6.18,154,87.595711,70.056,1
2621464,3.06,6.24,156,93.847595,78.361198,1
2621465,3.06,6.3,175,105.88042,89.204399,1
2621466,3.06,6.36,174,114.19157,101.142,1
2621467,3.06,6.42,167,115.3906,108.7488,1
2621468,3.06,6.48,171,115.80804,114.0156,1
2621469,3.06,6.54,196,134.23444,134.4384,1
2621470,3.06,6.6,222,168.01878,182.7576,1
2621471,3.06,6.66,271,239.28108,294.534,1
2621472,3.06,6.72,243,209.40192,257.8356,1
2621473,3.06,6.78,196,145.01468,167.6124,1
2621474,3.06,6.84,181,129.88219,155.4084,1
2621475,3.06,6.9,149,113.09644,151.8156,1
2621476,3.06,6.96,123,106.46548,157.3884,1
2621477,3.06,7.02,118,107.72862,166.6908,1
2621478,3.06,7.08,114,109.01398,174.8916,1
2621479,3.06,7.14,111,110.8424,182.83681,1
2686976,3.12,4.8,110,108.65584,138.60001,2
2686977,3.12,4.86,124,106.06522,127.9548,1
2686978,3.12,4.92,122,99.935432,116.2224,1
2686979,3.12,4.98,129,99.4422,109.3176,1
2686980,3.12,5.04,139,101.42722,105.5808,1
2686981,3.12,5.1,154,104.20065,100.5696,1
2686982,3.12,5.16,193,111.39222,96.480003,1
2686983,3.12,5.22,198,109.89239,91.634399,1
2686984,3.12,5.28,210,111.9034,87.4188,1
2686985,3.12,5.34,220,117.6115,90.705597,1
2686986,3.12,5.4,211,109.1473,80.603996,1
2686987,3.12,5.46,197,95.313133,66.1464,1
2686988,3.12,5.52,182,85.921181,56.358002,1
2686989,3.12,5.58,174,79.965019,49.892399,1
2686990,3.12,5.64,168,75.34964,45.352798,1
2686991,3.12,5.7,168,75.229645,44.996399,1
2686992,3.12,5.76,159,69.934227,41.428799,1
2686993,3.12,5.82,157,68.538383,40.633202,1
2686994,3.12,5.88,160,70.858131,43.1712,1
2686995,3.12,5.94,279,212.40259,238.3596,1
2686996,3.12,6,271,208.93512,236.4408,1
2686997,3.12,6.06,153,75.999374,54.2052,1
2686998,3.12,6.12,147,77.621994,59.094002,1
2686999,3.12,6.18,139,79.574089,65.163597,1
2687000,3.12,6.24,138,85.587196,73.889999,1
2687002,3.12,6.36,63,22.750835,10.656,2
2687003,3.12,6.42,75,31.067173,16.142401,2
2687005,3.12,6.54,110,41.037601,20.016001,2
2687006,3.12,6.6,144,74.147972,58.877998,2
2687007,3.12,6.66,214,162.38017,183.7332,2
2687008,3.12,6.72,196,139.93341,150.804,2
2687009,3.12,6.78,153,81.721283,65.9916,2
2687010,3.12,6.84,128,65.72747,52.880402,2
2687011,3.12,6.9,44,9.1888189,2.214,2
2687012,3.12,6.96,62,14.825343,4.6008,2
2687013,3.12,7.02,57,12.707298,3.6972001,2
2687014,3.12,7.08,56,13.259983,4.1508002,2
2687015,3.12,7.14,55,14.439462,4.8312001,2
2752513,3.18,4.86,11,1.9619758,0.44999999,2
2752518,3.18,5.16,147,86.42794,70.505997,2
2752519,3.18,5.22,159,83.378899,61.840801,2
2752520,3.18,5.28,178,89.008232,61.444801,1
2752521,3.18,5.34,186,93.848633,64.828796,1
2752522,3.18,5.4,173,84.712585,56.869202,1
2752524,3.18,5.52,141,65.170547,38.6208,1
2752525,3.18,5.58,137,61.414932,35.013599,1
2752526,3.18,5.64,124,52.049168,26.895599,1
2752527,3.18,5.7,145,64.088875,36.0396,1
2752528,3.18,5.76,144,63.035362,35.5896,1
2752529,3.18,5.82,144,63.226582,36.882,1
2752530,3.18,5.88,146,65.394547,39.934799,1
2752531,3.18,5.94,268,207.10376,236.0556,1
2752532,3.18,6,258,199.86188,229.8168,1
2752533,3.18,6.06,138,67.505943,47.214001,1
2752534,3.18,6.12,132,68.44828,50.9832,1
2752535,3.18,6.18,129,72.652161,57.798,1
2752536,3.18,6.24,125,77.525078,65.584801,1
2752538,3.18,6.36,48,19.284849,10.5588,2
2752539,3.18,6.42,45,18.680527,10.5876,2
2752541,3.18,6.54,105,40.342155,20.4048,2
2752542,3.18,6.6,139,72.032425,57.135601,2
2752543,3.18,6.66,206,159.36932,182.826,2
2752544,3.18,6.72,177,124.96493,136.15919,2
2752545,3.18,6.78,119,51.860523,33.645599,2
2752546,3.18,6.84,102,40.2463,22.0788,2
2752547,3.18,6.9,44,9.9877882,2.7,2
2752548,3.18,6.96,47,10.081197,2.7684,2
2752549,3.18,7.02,56,14.226022,5.0148001,2
2752550,3.18,7.08,54,13.688809,4.6691999,2
2752551,3.18,7.14,53,14.745343,5.3243999,2
2818049,3.24,4.86,10,2.1801052,0.61919999,2
2818050,3.24,4.92,28,8.8704453,4.3415999,3
2818051,3.24,4.98,32,11.541598,6.7788,3
2818052,3.24,5.04,28,7.6901569,3.2579999,3
2818053,3.24,5.1,29,8.1196146,3.0348001,4
2818054,3.24,5.16,123,62.425694,41.414398,2
2818055,3.24,5.22,124,55.785172,33.447601,2
2818056,3.24,5.28,133,55.347359,30.1644,2
2818057,3.24,5.34,130,54.407742,30.618,1
2818058,3.24,5.4,95,36.657608,19.728001,1
2818060,3.24,5.52,81,33.561611,17.013599,2
2818061,3.24,5.58,75,28.421782,13.1256,2
2818062,3.24,5.64,65,27.061142,13.7448,2
2818063,3.24,5.7,80,31.04808,14.886,2
2818064,3.24,5.76,100,38.508015,18.5256,2
2818065,3.24,5.82,112,44.093094,21.9312,2
2818066,3.24,5.88,125,53.834938,30.4452,2
2818067,3.24,5.94,255,198.02785,229.6548,1
2818068,3.24,6,253,198.15352,230.5224,1
2818069,3.24,6.06,134,68.93354,48.276001,1
2818070,3.24,6.12,129,69.475197,51.411598,1
2818071,3.24,6.18,128,74.836723,59.7528,1
2818072,3.24,6.24,125,79.490059,67.035599,1
2818074,3.24,6.36,40,16.724657,9.7812004,2
2818075,3.24,6.42,37,18.477621,11.9196,2
2818077,3.24,6.54,100,40.635769,22.759199,2
2818078,3.24,6.6,131,66.157837,51.209999,2
2818079,3.24,6.66,210,162.91133,184.42439,2
2818080,3.24,6.72,174,125.34366,137.22479,2
2818081,3.24,6.78,116,53.840672,38.862,2
2818082,3.24,6.84,97,37.774487,20.177999,2
2818083,3.24,6.9,44,11.30101,3.51,2
2818084,3.24,6.96,44,10.254073,3.0239999,2
2818085,3.24,7.02,48,11.86479,3.9275999,2
2818086,3.24,7.08,54,15.945425,6.4295998,2
2818087,3.24,7.14,51,15.481353,6.0696001,2
2883585,3.3,4.86,8,2.1600001,0.73439997,2
2883586,3.3,4.92,25,5.8421817,2.1131999,3
2883587,3.3,4.98,33,10.887729,6.1451998,3
2883588,3.3,5.04,29,7.1454053,2.8908,3
2883589,3.3,5.1,29,6.9346266,2.286,4
2883590,3.3,5.16,101,47.394203,28.076401,2
2883591,3.3,5.22,96,39.746189,21.2868,2
2883592,3.3,5.28,113,45.989361,24.688801,2
2883593,3.3,5.34,119,51.428299,29.466,2
2883594,3.3,5.4,85,35.636452,20.916,1
2883602,3.3,5.88,22,5.3924809,1.8072,2
2883603,3.3,5.94,172,157.75993,206.946,2
2883604,3.3,6,168,153.40253,202.3416,2
2883605,3.3,6.06,36,17.402594,12.9456,2
2883610,3.3,6.36,36,16.997387,10.9368,2
2883613,3.3,6.54,98,42.528316,25.5312,2
2883614,3.3,6.6,123,64.893852,54.306,2
2883615,3.3,6.66,211,166.1524,187.63921,2
2883616,3.3,6.72,176,127.48552,139.41721,2
2883617,3.3,6.78,113,57.570312,47.484001,2
2883618,3.3,6.84,97,41.853832,25.2108,2
2883619,3.3,6.9,44,13.092675,4.6440001,2
2883620,3.3,6.96,44,12.155351,4.158,2
2883621,3.3,7.02,45,12.319215,4.23,2
2883622,3.3,7.08,49,15.013805,5.8895998,2
2883623,3.3,7.14,53,19.078573,8.7804003,2
2949122,3.36,4.92,28,7.037652,2.7612,3
2949123,3.36,4.98,29,6.8157191,2.7828,3
2949124,3.36,5.04,34,9.5679398,4.4892001,3
2949125,3.36,5.1,29,6.1368194,1.7532001,4
2949126,3.36,5.16,89,42.074669,24.598801,2
2949127,3.36,5.22,85,37.393665,20.9772,2
2949128,3.36,5.28,106,45.776115,26.3232,2
2949129,3.36,5.34,111,50.169422,29.872801,2
2949130,3.36,5.4,78,35.859226,22.438801,2
2949138,3.36,5.88,29,7.9723134,3.0023999,2
2949139,3.36,5.94,165,156.38477,210.60719,2
2949140,3.36,6,159,151.09088,205.75079,2
2949141,3.36,6.06,32,9.5949621,3.9384,2
2949146,3.36,6.36,35,18.442493,12.9024,2
2949147,3.36,6.42,9,1.4900438,0.3348,2
2949149,3.36,6.54,96,45.545723,29.6856,2
2949150,3.36,6.6,109,62.542828,58.2948,2
2949151,3.36,6.66,219,173.63139,195.00481,2
2949152,3.36,6.72,172,124.45335,135.72,2
2949153,3.36,6.78,109,60.116852,52.9884,2
2949154,3.36,6.84,94,44.290985,28.6992,2
3014658,3.42,4.92,24,4.8434768,1.4184,3
3014659,3.42,4.98,29,6.2985806,2.0880001,3
3014660,3.42,5.04,37,10.406647,4.6223998,3
3014661,3.42,5.1,32,6.746912,1.8072,4
3014664,3.42,5.28,98,47.377975,29.746799,2
3014665,3.42,5.34,93,44.966541,28.717199,2
3014674,3.42,5.88,24,7.3627887,3.1212001,2
3014675,3.42,5.94,163,156.51613,215.4924,2
3014676,3.42,6,157,151.69261,211.4136,2
3014677,3.42,6.06,26,8.009593,3.402,2
3014682,3.42,6.36,35,20.354422,15.1992,2
3014683,3.42,6.42,16,6.961987,4.7448001,2
3014685,3.42,6.54,91,47.932869,34.304401,2
3014686,3.42,6.6,106,68.468895,68.284798,2
3014687,3.42,6.66,232,181.47604,201.20039,2
3014688,3.42,6.72,155,107.63706,118.5588,2
3014689,3.42,6.78,103,64.018936,60.620399,2
3014690,3.42,6.84,94,49.956497,35.848801,2
3080194,3.48,4.92,19,3.365299,0.68400002,4
3080195,3.48,4.98,22,3.7457952,0.792,3
3080196,3.48,5.04,43,12.843952,5.3604002,3
3080197,3.48,5.1,34,7.0547376,1.7208,4
3080200,3.48,5.28,82,43.694462,31.4856,2
3080201,3.48,5.34,99,49.888744,33.102001,2
3080210,3.48,5.88,67,40.029388,33.411598,3
3080211,3.48,5.94,168,159.42017,222.606,2
3080212,3.48,6,168,160.23334,223.7184,2
3080213,3.48,6.06,69,42.770443,36.737999,3
3080221,3.48,6.54,122,78.366531,64.879204,3
3080222,3.48,6.6,125,80.577393,68.8284,3
3080223,3.48,6.66,242,184.22566,204.4044,2
3080224,3.48,6.72,121,73.63237,59.594398,3
3080225,3.48,6.78,122,75.397888,61.088402,3
3080226,3.48,6.84,125,81.012627,67.802399,3
3145733,3.54,5.1,66,17.444613,5.6483998,3
3145736,3.54,5.28,112,55.256294,38.080799,2
3145737,3.54,5.34,106,54.086441,37.274399,2
3145746,3.54,5.88,68,35.220943,26.542801,3
3145747,3.54,5.94,168,160.63332,229.6548,2
3145748,3.54,6,169,161.81413,231.01199,2
3145749,3.54,6.06,73,41.078201,33.170399,3
3145757,3.54,6.54,122,72.282471,56.5308,3
3145758,3.54,6.6,130,75.830124,60.656399,3
3145759,3.54,6.66,228,176.87074,201.5352,2
3145760,3.54,6.72,169,104.84882,93.308403,2
3145761,3.54,6.78,124,70.010391,53.294399,3
3145762,3.54,6.84,125,74.780403,59.1912,3
3211267,3.6,4.98,47,14.411889,5.4432001,3
3211268,3.6,5.04,53,14.595661,5.1192002,3
3211269,3.6,5.1,65,16.569178,5.2272,3
3211270,3.6,5.16,66,24.162453,15.8292,3
3211271,3.6,5.22,74,36.476002,33.015598,3
3211272,3.6,5.28,108,53.343639,39.060001,2
3211273,3.6,5.34,109,55.336899,40.341599,2
3211274,3.6,5.4,49,15.306518,5.8751998,3
3211282,3.6,5.88,67,28.653027,17.344801,3
3211283,3.6,5.94,166,160.87616,237.04201,2
3211284,3.6,6,171,164.22438,239.64481,2
3211285,3.6,6.06,76,39.139988,29.393999,3
3211293,3.6,6.54,125,67.781471,49.428001,3
3211294,3.6,6.6,137,72.460411,52.848,2
3211295,3.6,6.66,219,171.85442,202.98599,2
3211296,3.6,6.72,182,124.97633,128.2428,2
3211297,3.6,6.78,129,66.175415,46.659599,3
3211298,3.6,6.84,126,69.456543,51.573601,3
3276803,3.66,4.98,49,13.846831,4.8959999,3
3276804,3.66,5.04,54,13.604468,4.3632002,3
3276805,3.66,5.1,61,14.778091,4.5647998,3
3276806,3.66,5.16,69,22.061401,12.4776,3
3276807,3.66,5.22,80,36.667404,31.082399,2
3276808,3.66,5.28,104,51.725643,40.1436,2
3276809,3.66,5.34,107,56.269169,43.916401,2
3276810,3.66,5.4,48,13.353399,4.6620002,3
3276818,3.66,5.88,63,23.172497,11.646,3
3276819,3.66,5.94,168,162.94591,246.0564,2
3276820,3.66,6,171,165.1266,247.8564,2
3276821,3.66,6.06,81,39.197311,27.1152,3
3276829,3.66,6.54,128,63.788418,42.663601,3
3276830,3.66,6.6,143,72.766029,50.3964,2
3276831,3.66,6.66,211,165.99829,203.75999,2
3276832,3.66,6.72,188,137.7188,163.2924,2
3276833,3.66,6.78,136,66.115944,44.146801,2
3276834,3.66,6.84,130,66.381454,45.820801,3
3342339,3.72,4.98,51,15.214015,6.0047998,3
3342340,3.72,5.04,53,12.96938,4.0391998,3
3342341,3.72,5.1,62,14.908447,4.5432,3
3342342,3.72,5.16,66,16.856138,5.994,3
3342343,3.72,5.22,90,40.537987,31.5252,2
3342344,3.72,5.28,104,53.347095,43.7868,2
3342345,3.72,5.34,103,56.632458,47.271599,2
3342346,3.72,5.4,51,14.958912,5.7887998,2
3342354,3.72,5.88,58,18.588772,7.6968002,2
3342355,3.72,5.94,173,166.95558,257.06879,2
3342356,3.72,6,177,169.02168,258.50519,2
3342357,3.72,6.06,85,39.000565,25.002001,2
3342365,3.72,6.54,131,62.793659,40.222801,2
3342366,3.72,6.6,149,73.756813,49.381199,2
3342367,3.72,6.66,209,164.03636,207.8748,2
3342368,3.72,6.72,185,134.3428,163.8756,2
3342369,3.72,6.78,140,65.713394,41.9184,2
3342370,3.72,6.84,133,64.416435,42.029999,3
3407875,3.78,4.98,48,13.584202,4.7951999,3
3407876,3.78,5.04,57,16.37615,6.2964001,3
3407877,3.78,5.1,61,15.583506,5.1083999,3
3407878,3.78,5.16,67,16.976419,5.7096,3
3407879,3.78,5.22,95,42.492706,31.478399,2
3407880,3.78,5.28,104,56.546001,48.902401,2
3407881,3.78,5.34,101,58.586956,51.588001,2
3407882,3.78,5.4,55,18.50676,8.4960003,2
3407890,3.78,5.88,49,15.775646,6.9084001,2
3407891,3.78,5.94,181,171.29559,268.8768,2
3407892,3.78,6,187,174.56868,270.8064,2
3407893,3.78,6.06,70,25.025896,11.6208,2
3407901,3.78,6.54,134,62.001289,37.8144,2
3407902,3.78,6.6,151,73.72831,48.884399,2
3407903,3.78,6.66,206,162.15433,212.9364,2
3407904,3.78,6.72,184,133.22906,168.1308,2
3407905,3.78,6.78,146,67.757111,42.515999,2
3407906,3.78,6.84,138,64.120323,39.312,2
3473411,3.84,4.98,45,13.126256,4.4819999,3
3473412,3.84,5.04,48,13.081547,4.3667998,3
3473413,3.84,5.1,52,13.73469,4.6079998,3
3473414,3.84,5.16,71,20.906469,8.4203997,2
3473415,3.84,5.22,106,46.943333,32.626801,2
3473416,3.84,5.28,99,58.50671,53.801998,2
3473417,3.84,5.34,93,58.079941,54.1404,2
3473418,3.84,5.4,58,24.178011,14.3136,2
3473426,3.84,5.88,78,32.693886,18.406799,3
3473427,3.84,5.94,194,178.07013,282.96719,2
3473428,3.84,6,197,179.86813,284.05441,2
3473429,3.84,6.06,79,32.696518,18.4608,3
3473437,3.84,6.54,138,62.774578,37.501202,2
3473438,3.84,6.6,151,71.10009,45.990002,2
3473439,3.84,6.66,205,161.92668,219.85201,2
3473440,3.84,6.72,183,131.25154,170.0136,2
3473441,3.84,6.78,151,69.987595,44.049599,2
3473442,3.84,6.84,140,62.384739,35.8344,2
3538947,3.9,4.98,64,28.759577,17.658001,3
3538948,3.9,5.04,65,26.686701,15.6312,3
3538949,3.9,5.1,65,23.806023,12.4596,3
3538950,3.9,5.16,80,34.413742,22.942801,3
3538951,3.9,5.22,127,55.261505,36.867599,2
3538952,3.9,5.28,64,19.806309,8.6436005,3
3538953,3.9,5.34,56,16.131954,5.8140001,3
3538954,3.9,5.4,51,16.22438,6.4692001,3
3538956,3.9,5.52,43,14.248824,6.1704001,3
3538957,3.9,5.58,50,16.520012,7.1820002,3
3538958,3.9,5.64,45,13.946855,5.8428001,3
3538959,3.9,5.7,36,10.337334,3.96,3
3538961,3.9,5.82,80,31.578291,16.6644,3
3538962,3.9,5.88,102,40.533203,22.4424,3
3538963,3.9,5.94,201,184.19936,298.18079,2
3538964,3.9,6,203,184.53194,298.05121,2
3538965,3.9,6.06,116,47.786472,26.7192,2
3538966,3.9,6.12,90,39.753498,24.138,3
3538968,3.9,6.24,39,12.274891,5.2128,3
3538969,3.9,6.3,54,19.181452,8.8739996,3
3538970,3.9,6.36,59,22.130192,10.674,3
3538971,3.9,6.42,49,17.643322,8.1647997,3
3538973,3.9,6.54,140,63.833054,38.6712,2
3538974,3.9,6.6,155,72.394234,47.1492,2
3538975,3.9,6.66,207,164.18852,229.52161,2
3538976,3.9,6.72,183,130.72443,175.01041,2
3538977,3.9,6.78,158,74.271469,47.6856,2
3538978,3.9,6.84,149,68.387962,40.438801,2
3604483,3.96,4.98,82,52.347973,52.3368,3
3604484,3.96,5.04,88,51.021748,47.923199,3
3604485,3.96,5.1,88,44.009792,36.172798,3
3604486,3.96,5.16,114,53.996071,37.911598,2
3604487,3.96,5.22,135,67.60601,48.920399,2
3604488,3.96,5.28,90,30.96847,15.1416,3
3604489,3.96,5.34,72,22.572966,9.6120005,3
3604490,3.96,5.4,58,16.429737,5.9400001,3
3604492,3.96,5.52,78,41.367199,31.906799,3
3604493,3.96,5.58,84,37.874912,24.343201,3
3604494,3.96,5.64,85,34.933372,19.728001,3
3604495,3.96,5.7,68,22.813059,9.9432001,3
3604497,3.96,5.82,106,43.436874,24.4512,3
3604498,3.96,5.88,141,62.124504,36.5364,3
3604499,3.96,5.94,241,216.2717,334.86121,2
3604500,3.96,6,243,217.0006,335.4552,2
3604501,3.96,6.06,155,73.801186,47.246399,2
3604502,3.96,6.12,123,55.788185,35.3232,3
3604504,3.96,6.24,67,21.739334,8.9748001,3
3604505,3.96,6.3,85,36.072742,22.075199,3
3604506,3.96,6.36,92,44.241169,30.959999,3
3604507,3.96,6.42,99,54.643677,42.721199,3
3604509,3.96,6.54,150,68.229446,42.397202,2
3604510,3.96,6.6,165,77.044052,50.641201,2
3604511,3.96,6.66,220,173.41245,244.3284,2
3604512,3.96,6.72,198,141.66025,187.326,2
3604513,3.96,6.78,174,87.8992,61.181999,2
3604514,3.96,6.84,170,89.10125,63.673199,2
3670019,4.02,4.98,99,73.926842,83.944801,3
3670020,4.02,5.04,102,70.863541,77.2416,3
3670021,4.02,5.1,111,70.02951,71.240402,3
3670022,4.02,5.16,135,82.751831,78.1092,2
3670023,4.02,5.22,153,96.707382,89.380798,2
3670024,4.02,5.28,127,69.066811,58.507198,3
3670025,4.02,5.34,121,63.602676,51.364799,3
3670026,4.02,5.4,115,58.758091,45.442799,3
3670027,4.02,5.46,117,57.405609,42.119999,3
3670028,4.02,5.52,113,54.832573,38.4048,3
3670029,4.02,5.58,109,52.243919,35.226002,3
3670030,4.02,5.64,108,50.611183,32.864399,3
3670031,4.02,5.7,118,52.505367,31.823999,3
3670032,4.02,5.76,127,54.092197,31.2624,3
3670033,4.02,5.82,133,55.788948,31.445999,3
3670034,4.02,5.88,160,73.355659,44.6796,2
3670035,4.02,5.94,244,219.13269,348.72479,2
3670036,4.02,6,245,219.15755,348.68521,2
3670037,4.02,6.06,158,72.544037,44.7948,2
3670038,4.02,6.12,134,55.677898,31.77,3
3670039,4.02,6.18,126,53.756062,32.515202,3
3670040,4.02,6.24,113,51.382336,33.782398,3
3670041,4.02,6.3,105,50.678024,36.09,3
3670042,4.02,6.36,103,52.111271,39.3624,3
3670043,4.02,6.42,112,57.794712,44.838001,3
3670044,4.02,6.48,163,83.219475,61.711201,3
3670045,4.02,6.54,213,118.92471,94.035599,2
3670046,4.02,6.6,216,125.51216,105.534,2
3670047,4.02,6.66,260,218.5446,303.29639,2
3670048,4.02,6.72,230,182.50539,245.63161,2
3670049,4.02,6.78,206,130.53517,121.1976,2
3670050,4.02,6.84,198,127.33382,119.2248,2
3735555,4.08,4.98,100,76.944107,88.070396,3
3735556,4.08,5.04,105,74.020172,80.524803,3
3735557,4.08,5.1,116,74.149506,74.818802,3
3735558,4.08,5.16,136,84.203186,79.848,2
3735559,4.08,5.22,147,89.286339,81.082802,2
3735560,4.08,5.28,132,73.529709,63.428398,3
3735561,4.08,5.34,124,68.009377,56.707199,3
3735562,4.08,5.4,117,61.869617,49.212002,3
3735563,4.08,5.46,110,58.140869,44.3988,3
3735564,4.08,5.52,109,55.991493,41.5872,3
3735565,4.08,5.58,111,55.14854,38.656799,3
3735566,4.08,5.64,115,55.325577,36.637199,3
3735567,4.08,5.7,121,56.642635,35.9244,3
3735568,4.08,5.76,132,58.307648,34.9632,3
3735569,4.08,5.82,137,59.942921,35.118,3
3735570,4.08,5.88,165,78.540062,49.6656,2
3735571,4.08,5.94,250,229.06543,370.5372,2
3735572,4.08,6,253,229.77292,370.7316,2
3735573,4.08,6.06,169,82.75248,54.514801,2
3735574,4.08,6.12,141,62.74395,38.4408,3
3735575,4.08,6.18,132,60.220112,39.052799,3
3735576,4.08,6.24,120,58.639675,41.115601,3
3735577,4.08,6.3,113,58.795517,44.456402,3
3735578,4.08,6.36,111,59.656746,47.43,3
3735579,4.08,6.42,117,65.126877,53.7696,3
3735580,4.08,6.48,148,91.174103,78.6996,2
3735581,4.08,6.54,219,127.97511,106.9632,2
3735582,4.08,6.6,222,134.69382,120.0096,2
3735583,4.08,6.66,264,227.43616,324.45721,2
3735584,4.08,6.72,236,192.14795,265.33801,2
3735585,4.08,6.78,210,136.21667,130.67999,2
3735586,4.08,6.84,204,135.59293,132.0192,2
3801091,4.14,4.98,67,33.801403,24.901199,3
3801092,4.14,5.04,68,28.987175,17.945999,3
3801093,4.14,5.1,78,34.336697,22.2624,2
3801094,4.14,5.16,92,37.588688,23.1984,2
3801095,4.14,5.22,106,42.311363,24.818399,3
3801096,4.14,5.28,74,23.561258,10.1124,3
3801097,4.14,5.34,61,19.834509,8.7623997,3
3801098,4.14,5.4,51,15.804447,6.0012002,3
3801100,4.14,5.52,53,20.477835,10.5336,3
3801101,4.14,5.58,62,22.924849,11.0196,3
3801102,4.14,5.64,63,21.81653,9.6191998,3
3801103,4.14,5.7,54,19.0357,8.7444,3
3801105,4.14,5.82,94,37.344788,20.1744,3
3801106,4.14,5.88,124,54.422184,33.976799,2
3801107,4.14,5.94,232,221.21259,379.0224,2
3801108,4.14,6,233,221.86914,379.8432,2
3801109,4.14,6.06,146,71.259064,48.636002,2
3801110,4.14,6.12,108,48.641151,30.729601,3
3801112,4.14,6.24,53,18.107235,7.8983998,3
3801113,4.14,6.3,65,22.306486,9.5039997,3
3801114,4.14,6.36,68,25.975264,12.5676,3
3801115,4.14,6.42,65,28.545013,16.290001,3
3801117,4.14,6.54,147,72.693275,51.901199,2
3801118,4.14,6.6,160,82.444,68.187599,2
3801119,4.14,6.66,203,170.42108,266.77081,2
3801120,4.14,6.72,183,135.3719,197.1756,2
3801121,4.14,6.78,160,79.737671,57.279598,2
3801122,4.14,6.84,160,82.018822,57.376801,2
3866631,4.2,5.22,107,36.937706,17.3988,3
3866641,4.2,5.82,78,32.542213,17.622,3
3866642,4.2,5.88,98,44.574718,29.9988,2
3866643,4.2,5.94,201,205.77963,382.97159,2
3866644,4.2,6,201,206.15498,383.3244,2
3866645,4.2,6.06,116,53.2314,35.91,2
3866646,4.2,6.12,85,39.110508,24.1092,2
3866653,4.2,6.54,145,74.366302,55.422001,2
3866654,4.2,6.6,154,84.118584,75.8592,2
3866655,4.2,6.66,200,174.42662,282.23279,2
3866656,4.2,6.72,175,131.89961,198.306,2
3866657,4.2,6.78,154,77.141441,57.193199,2
3866658,4.2,6.84,150,75.923355,54.125999,2
3932163,4.26,4.98,41,11.437673,3.7512,3
3932164,4.26,5.04,43,10.45401,3.0276,3
3932165,4.26,5.1,55,17.681305,8.5860004,3
3932166,4.26,5.16,73,24.420782,12.0708,3
3932167,4.26,5.22,85,28.862371,13.806,3
3932168,4.26,5.28,66,22.042154,10.6668,3
3932169,4.26,5.34,46,12.727412,4.5864,3
3932170,4.26,5.4,41,11.367393,3.6935999,3
3932179,4.26,5.94,193,209.2299,402.81839,2
3932180,4.26,6,193,209.55089,403.1676,2
3932189,4.26,6.54,145,78.676132,62.4888,2
3932190,4.26,6.6,155,90.028313,86.817596,2
3932191,4.26,6.66,197,179.18103,299.1492,2
3932192,4.26,6.72,172,135.32642,210.25439,2
3932193,4.26,6.78,152,79.129654,61.5672,2
3932194,4.26,6.84,150,79.947144,61.066799,2
3997699,4.32,4.98,42,10.73247,3.3192,3
3997700,4.32,5.04,48,12.22251,4.2336001,3
3997701,4.32,5.1,58,16.088877,6.6348,3
3997702,4.32,5.16,87,40.937183,33.667198,2
3997703,4.32,5.22,81,27.607643,13.5252,3
3997704,4.32,5.28,67,20.061043,8.7156,3
3997705,4.32,5.34,49,11.923526,3.7079999,3
3997706,4.32,5.4,44,11.383511,3.546,3
3997714,4.32,5.88,54,17.973318,7.7652001,3
3997715,4.32,5.94,180,211.42892,423.22321,2
3997716,4.32,6,184,213.17485,424.3176,2
3997717,4.32,6.06,82,34.329155,18.738001,3
3997725,4.32,6.54,143,80.316391,66.225601,2
3997726,4.32,6.6,157,98.625633,103.6296,2
3997727,4.32,6.66,196,185.28439,317.68201,2
3997728,4.32,6.72,169,136.23827,214.59599,2
3997729,4.32,6.78,153,88.230438,80.614799,2
3997730,4.32,6.84,149,83.995415,68.788803,2
4063235,4.38,4.98,48,14.104021,5.5872002,3
4063236,4.38,5.04,47,10.897464,3.2688,3
4063237,4.38,5.1,53,12.349195,4.1040001,3
4063238,4.38,5.16,86,39.161587,32.054401,2
4063239,4.38,5.22,77,25.921333,12.7296,3
4063240,4.38,5.28,62,16.873634,6.5735998,3
4063241,4.38,5.34,51,12.588262,4.0752001,3
4063242,4.38,5.4,47,12.666926,4.2659998,3
4063250,4.38,5.88,64,23.601793,11.3688,3
4063251,4.38,5.94,172,214.30424,444.20041,2
4063252,4.38,6,174,216.12146,445.95361,2
4063253,4.38,6.06,99,58.475437,53.3088,2
